predicate,argument,sentence 1,sub-fit score 1,sentence 2,sub-fit score 2,sentence 3,sub-fit score 3,sentence 4,sub-fit score 4,sentence 5,sub-fit score 5,actual_fit,exp_fit
dance,gymnasium,The gymnasium was the location where the dance performance took place.,1.0,The dance performance was held in the gymnasium.,1.0,The gymnasium was the venue for the dance performance.,1.0,The dance performance was held at the gymnasium.,1.0,The gymnasium was the site of the dance performance.,1.0,4.4,1.0
dance,shower,,0.0,,0.0,,0.0,,0.0,,0.0,2.2,0.0
urinate,backyard,I went to the backyard to urinate.,0.8,The backyard was the perfect place to urinate.,1.0,I was in the backyard and I had to urinate.,0.8,"I was in the backyard and I couldn't hold it any longer, so I had to urinate.",0.75,"I was in the backyard and I had to go, so I urinated.",0.75,3.3,0.82
urinate,bathroom,I need to go to the bathroom.,0.8,I have to use the bathroom.,0.5,I'm going to the bathroom.,0.8,I'm going to the restroom.,0.5,I'm going to the loo.,0.5,7,0.62
urinate,mall,I went to the mall to urinate.,0.5,,0.0,I was in a hurry to urinate at the mall.,0.5,I had to urinate at the mall because I was thirsty.,0.5,I urinated at the mall because I was tired.,0.5,4.1,0.4
urinate,forest,The forest is a great place to urinate.,0.8,The forest is a popular spot for urination.,0.5,Urination in the forest is a common activity.,0.8,The forest is a convenient location for urination.,0.5,Urination in the forest is a relaxing experience.,0.75,4.3,0.67
urinate,field,The field was urinated on by the farmer.,0.8,The farmer urinated on the field.,0.8,The field was urinated on by the cows.,0.8,The cows urinated on the field.,0.8,The field was urinated on by the horses.,0.8,3.5,0.8
urinate,lobby,The lobby is where I urinate.,0.5,,0.0,The lobby is where I go to urinate.,0.5,I urinate in the lobby when I need to.,0.5,The lobby is where I go to relieve myself.,0.5,1.4,0.4
urinate,bank,I went to the bank to urinate.,0.5,"I needed to urinate, so I went to the bank.",0.5,I was at the bank and had to urinate.,0.5,I was at the bank and had to go to the bathroom.,0.5,I was at the bank and had to use the restroom.,0.5,1.4,0.5
draw,classroom,Draw a picture in the classroom.,0.8,Draw a diagram in the classroom.,0.8,Draw a map in the classroom.,0.8,Draw a chart in the classroom.,0.8,Draw a graph in the classroom.,0.8,6.2,0.8
draw,museum,I drew a picture of the museum in my sketchbook.,0.5,The artist drew a portrait of the museum's director.,0.5,The children drew pictures of the museum's exhibits.,0.5,The museum's curator drew a map of the exhibits.,0.5,The museum's security guard drew a diagram of the building's layout.,0.5,4.1,0.5
draw,park,Draw a picture of the park.,1.0,Draw a map of the park.,1.0,Draw a plan for the park.,1.0,Draw a diagram of the park.,1.0,Draw a sketch of the park.,1.0,3.8,1.0
draw,beach,Draw a picture of the beach.,1.0,Draw a map of the beach.,1.0,Draw a diagram of the beach.,1.0,Draw a model of the beach.,1.0,Draw a representation of the beach.,1.0,3.7,1.0
draw,studio,Draw a picture in the studio.,0.8,Draw a portrait in the studio.,1.0,Draw a landscape in the studio.,0.8,Draw a still life in the studio.,0.8,Draw a sketch in the studio.,0.8,6.5,0.84
draw,cliff,The artist drew a picture of the cliff on the canvas.,0.8,The cliff was drawn in the painting.,1.0,The cliff was the subject of the drawing.,1.0,The cliff was the location of the drawing.,1.0,The cliff was the setting for the drawing.,1.0,2.6,0.96
draw,lake,I drew a picture of the lake.,0.8,The lake was drawn by the artist.,0.8,The lake was drawn with a pen.,0.5,The lake was drawn on a canvas.,0.5,The lake was drawn in a painting.,0.8,2.8,0.68
