predicate,argument,role_type,reasons 1,reasons 2,reasons 3
teach,dice,Instrument,The Instrument role should have the properties of being a tool or a means used to perform the action of teaching.,The argument 'dice' has the property of being a tool used to perform the action of teaching.,The argument 'dice' does not fit the Instrument role for the predicate 'teach'.
stir,spoon,Instrument,The Instrument role should have the properties of being a physical object that is used to stir the substance being acted upon.,The argument 'spoon' has the properties of being a physical object that is used to stir the substance being acted upon.,The argument 'spoon' fits the Instrument role for the predicate 'stir' because it is a physical object that is used to stir the substance being acted upon.
stir,scissors,Instrument,The Instrument role should have the properties of being a physical object that is used to stir the substance being acted upon.,"The argument 'scissors' has the properties of being a physical object that is used to cut or cut out something, which is relevant to the predicate 'stir' as it is used to stir or mix a substance.",The argument 'scissors' will fit the Instrument role for the predicate 'stir' because it is a physical object that is used to stir or mix a substance.
stir,fork,Instrument,The Instrument role should have the properties of being a physical object that is used to stir the substance being acted upon.,The argument 'fork' has the properties of being a physical object that is used to stir the substance being acted upon.,The argument 'fork' fits the Instrument role for the predicate 'stir' because it is a physical object that is used to stir the substance being acted upon.
stir,straw,Instrument,The Instrument role should have the properties of being a physical object that is used to stir the substance being acted upon.,The argument 'straw' has the property of being a physical object that is used to stir the substance being acted upon.,The argument 'straw' fits the Instrument role for the predicate 'stir' because it is a physical object that is used to stir the substance being acted upon.
stir,stick,Instrument,The Instrument role should have the properties of being a physical object that is used to stir the substance being acted upon.,The argument 'stick' has the properties of being a physical object that is used to stir the substance being acted upon.,The argument 'stick' fits the Instrument role for the predicate 'stir' because it is a physical object that is used to stir the substance being acted upon.
heat,furnace,Instrument,The Instrument role should have the properties of being a physical object that is used to heat something else.,"The argument 'furnace' has the properties of being a physical object that is used to heat something else, which makes it a suitable candidate for the Instrument role in the predicate 'heat'.",The argument 'furnace' fits the Instrument role for the predicate 'heat' because it is a physical object that is used to heat something else.
heat,microwave,Instrument,The Instrument role should have the properties of being a physical object that is used to heat something else.,"The argument 'microwave' has the properties of being a device that uses electromagnetic waves to heat food, and it is a physical object that is used to heat something else.","The argument 'microwave' fits the Instrument role for the predicate 'heat' because it is a device that uses electromagnetic waves to heat food, and it is a physical object that is used to heat something else."
heat,fire,Instrument,The Instrument role should have the properties of being a physical object that is used to heat something else.,"The argument 'fire' has the properties of being a physical object that is used to heat something else, which makes it a relevant Instrument for the predicate 'heat'.",The argument 'fire' fits the Instrument role for the predicate 'heat' because it is a physical object that is used to heat something else.
heat,oven,Instrument,The Instrument role should have the properties of being a physical object that is used to heat something else.,"The argument 'oven' has the properties of being a physical object that is used to heat something else, which makes it a relevant argument for the predicate 'heat'.",The argument 'oven' fits the Instrument role for the predicate 'heat' because it is a physical object that is used to heat something else.
heat,stove,Instrument,The Instrument role should have the properties of being a physical object that is used to heat something else.,The argument 'stove' has the properties of being a physical object that is used to heat something else.,The argument 'stove' fits the Instrument role for the predicate 'heat' because it is a physical object that is used to heat something else.
heat,blanket,Instrument,The Instrument role should have the properties of being a physical object that is used to heat something else.,"The argument 'blanket' has the properties of being a physical object that is used to heat something else, which makes it a suitable candidate for the Instrument role in the predicate 'heat'.",The argument 'blanket' fits the Instrument role for the predicate 'heat' because it is a physical object that is used to heat something else.
gamble,dice,Instrument,"The Instrument role should have the properties of being a means or a tool used to achieve a goal, and being a means to an end. In the case of the predicate 'gamble', the Instrument role could be a device or a system used to generate random numbers or to facilitate the outcome of a game, such as a roulette wheel or a slot machine.","The argument 'dice' has the properties of being a physical object, a means to an end, and a tool used to achieve a goal.","The argument 'dice' fits the Instrument role for the predicate 'gamble' because it is a physical object used to generate random numbers or to facilitate the outcome of a game, which is a means to an end and a tool used to achieve a goal."
gamble,cards,Instrument,"The Instrument role should have the properties of being a means or a tool used to achieve a goal, and being a means to an end. In the case of the predicate 'gamble', the Instrument role could be a device or a system used to generate random numbers or to facilitate the outcome of a game, such as a roulette wheel or a slot machine.","The argument 'cards' has the property of being a means to an end, as it is used to generate random numbers or to facilitate the outcome of a game.","The argument 'cards' fits the Instrument role for the predicate 'gamble' because it is a means to an end, as it is used to generate random numbers or to facilitate the outcome of a game."
gamble,money,Instrument,"The Instrument role should have the properties of being a means or a tool used to achieve a goal, and being a means to an end. In the case of the predicate 'gamble', the Instrument role could be a device or a system used to generate random numbers or to facilitate the outcome of a game, such as a roulette wheel or a slot machine.","The argument 'money' has the property of being a means to an end, as it is used to achieve the goal of the predicate 'gamble'.","The argument 'money' fits the Instrument role for the predicate 'gamble' because it is a means to an end, as it is used to achieve the goal of the predicate, which is to gamble."
gamble,binoculars,Instrument,"The Instrument role should have the properties of being a means or a tool used to achieve a goal, and being a means to an end. In the case of the predicate 'gamble', the Instrument role could be a device or a system used to generate random numbers or to facilitate the outcome of a game, such as a roulette wheel or a slot machine.",The argument 'binoculars' does not have any relevant properties for the predicate 'gamble'.,"The argument 'binoculars' does not fit the Instrument role for the predicate 'gamble' because it is not a means or a tool used to achieve a goal, and it is not a means to an end. The Instrument role is typically associated with objects that are used to perform a specific action or to facilitate the outcome of an event, but 'binoculars' is not typically used in this way."
gamble,newspaper,Instrument,"The Instrument role should have the properties of being a means or a tool used to achieve a goal, and being a means to an end. In the case of the predicate 'gamble', the Instrument role could be a device or a system used to generate random numbers or to facilitate the outcome of a game, such as a roulette wheel or a slot machine.","The argument 'newspaper' has the property of being a means of communication, as it is used to convey information to the public.",The argument 'newspaper' does not fit the Instrument role for the predicate 'gamble'.
gamble,wheel,Instrument,"The Instrument role should have the properties of being a means or a tool used to achieve a goal, and being a means to an end. In the case of the predicate 'gamble', the Instrument role could be a device or a system used to generate random numbers or to facilitate the outcome of a game, such as a roulette wheel or a slot machine.","The argument 'wheel' has the properties of being a physical object, a means to an end, and a means to achieve a goal.","The argument 'wheel' fits the Instrument role for the predicate 'gamble' because it is a physical object that is used to facilitate the outcome of a game, such as a roulette wheel or a slot machine."
drink,spoon,Instrument,"The Instrument role should have the properties of being a physical object that is used to perform the action of drinking, such as a cup, glass, or bottle.",The argument 'spoon' does not have any relevant properties for the predicate 'drink'.,"  The argument 'spoon' does not fit the Instrument role for the predicate 'drink' because a spoon is not a physical object that is used to perform the action of drinking. The Instrument role is typically filled by objects that are used to perform an action, such as a cup or a glass."
drink,straw,Instrument,"The Instrument role should have the properties of being a physical object that is used to perform the action of drinking, such as a cup, glass, or bottle.",The argument 'straw' has the property of being a tool used to drink.,The argument 'straw' fits the Instrument role for the predicate 'drink' because it is a tool used to drink.
drink,licorice,Instrument,"The Instrument role should have the properties of being a physical object that is used to perform the action of drinking, such as a cup, glass, or bottle.","The argument 'licorice' has the property of being a sweet, sticky, and flavorful substance that is often used as a topping for drinks, such as milk or tea.",The argument 'licorice' does not fit the Instrument role for the predicate 'drink' because it is not a physical object that can be used to perform the action of drinking.
drink,glass,Instrument,"The Instrument role should have the properties of being a physical object that is used to perform the action of drinking, such as a cup, glass, or bottle.",The argument 'glass' has the property of being a container that is used to hold the liquid being drunk.,"  The argument 'glass' fits the Instrument role for the predicate 'drink' because it is a physical object that is used to perform the action of drinking. The glass is the instrument that is used to hold the liquid being drunk, and it is the means by which the drink is consumed."
drink,cup,Instrument,"The Instrument role should have the properties of being a physical object that is used to perform the action of drinking, such as a cup, glass, or bottle.",The argument 'cup' has the properties of being a physical object that is used to perform the action of drinking.,The argument 'cup' fits the Instrument role for the predicate 'drink' because it is a physical object that is used to perform the action of drinking.
drink,bottle,Instrument,"The Instrument role should have the properties of being a physical object that is used to perform the action of drinking, such as a cup, glass, or bottle.","The argument 'bottle' has the property of being a container that holds a liquid, which is relevant to the predicate 'drink'.",The argument 'bottle' fits the Instrument role for the predicate 'drink' because it is a physical object that is used to perform the action of drinking.
drink,mug,Instrument,"The Instrument role should have the properties of being a physical object that is used to perform the action of drinking, such as a cup, glass, or bottle.","The argument 'mug' has the properties of being a container that is used to hold and transport liquids, and it is a physical object that is used to perform the action of drinking.",The argument 'mug' fits the Instrument role for the predicate 'drink' because it is a physical object that is used to perform the action of drinking.
drink,hands,Instrument,"The Instrument role should have the properties of being a physical object that is used to perform the action of drinking, such as a cup, glass, or bottle.",The argument 'hands' does not have any relevant properties for the predicate 'drink'.,"  The argument 'hands' does not fit the Instrument role for the predicate 'drink' because it is not a physical object that can be used to perform the action of drinking. The Instrument role requires a physical object that can be used to perform the action, such as a cup or a glass."
slap,hand,Instrument,"The Instrument role should have the properties of being a physical object that is used to perform the action of slapping, such as a hand or a stick.",The argument 'hand' has the properties of being a physical object that is used to perform the action of slapping.,The argument 'hand' fits the Instrument role for the predicate 'slap' because it is a physical object that is used to perform the action of slapping.
slap,towel,Instrument,"The Instrument role should have the properties of being a physical object that is used to perform the action of slapping, such as a hand or a stick.","The argument 'towel' has the properties of being a physical object that can be used to wipe away sweat or other substances, and it can also be used to absorb the impact of a slap.",The argument 'towel' fits the Instrument role for the predicate 'slap' because it is a physical object that can be used to absorb the impact of a slap.
slap,glove,Instrument,"The Instrument role should have the properties of being a physical object that is used to perform the action of slapping, such as a hand or a stick.",The argument 'glove' has the property of being a physical object that is used to perform the action of slapping.,The argument 'glove' fits the Instrument role for the predicate 'slap' because it is a physical object that is used to perform the action of slapping.
slap,paper,Instrument,"The Instrument role should have the properties of being a physical object that is used to perform the action of slapping, such as a hand or a stick.",The argument 'paper' has the properties of being a physical object that can be used as a tool to perform the action of slapping.,The argument 'paper' fits the Instrument role for the predicate 'slap' because it is a physical object that can be used as a tool to perform the action of slapping.
slap,stick,Instrument,"The Instrument role should have the properties of being a physical object that is used to perform the action of slapping, such as a hand or a stick.",The argument 'stick' has the properties of being a physical object that is used to perform the action of slapping.,The argument 'stick' fits the Instrument role for the predicate 'slap' because it is a physical object that is used to perform the action of slapping.
lock,key,Instrument,The Instrument role should have the properties of being a physical object that is used to perform the action of locking.,The argument 'key' has the properties of being a physical object that is used to perform the action of locking.,The argument 'key' fits the Instrument role for the predicate 'lock' because it is a physical object that is used to perform the action of locking.
lock,deadbolt,Instrument,The Instrument role should have the properties of being a physical object that is used to perform the action of locking.,"The argument 'deadbolt' has the properties of being a physical object that is used to perform the action of locking, and it is a type of lock.",The argument 'deadbolt' fits the Instrument role for the predicate 'lock' because it is a physical object that is used to perform the action of locking.
lock,glue,Instrument,The Instrument role should have the properties of being a physical object that is used to perform the action of locking.,The argument 'glue' does not have any relevant properties for the predicate 'lock'.,"  The argument 'glue' does not fit the Instrument role for the predicate 'lock' because it is not a physical object that can be used to perform the action of locking. The Instrument role requires a physical object that can be used to perform the action of the predicate, and 'glue' is not a physical object that can be used to lock anything. Therefore, the argument 'glue' does not fit the Instrument role for the predicate 'lock'."
lock,tape,Instrument,The Instrument role should have the properties of being a physical object that is used to perform the action of locking.,The argument 'tape' has the properties of being a physical object that can be used to perform the action of locking.,  The argument 'tape' fits the Instrument role for the predicate 'lock' because it is a physical object that is used to perform the action of locking.
lock,rope,Instrument,The Instrument role should have the properties of being a physical object that is used to perform the action of locking.,The argument 'rope' has the property of being a physical object that can be used to perform the action of locking.,The argument 'rope' fits the Instrument role for the predicate 'lock' because it is a physical object that can be used to perform the action of locking.
lock,bar,Instrument,The Instrument role should have the properties of being a physical object that is used to perform the action of locking.,The argument 'bar' has the properties of being a physical object that is used to perform the action of locking.,The argument 'bar' fits the Instrument role for the predicate 'lock' because it is a physical object that is used to perform the action of locking.
lock,padlock,Instrument,The Instrument role should have the properties of being a physical object that is used to perform the action of locking.,The argument 'padlock' has the properties of being a physical object that is used to perform the action of locking.,The argument 'padlock' fits the Instrument role for the predicate 'lock' because it is a physical object that is used to perform the action of locking.
lock,latch,Instrument,The Instrument role should have the properties of being a physical object that is used to perform the action of locking.,The argument 'latch' has the properties of being a physical object that is used to perform the action of locking.,The argument 'latch' fits the Instrument role for the predicate 'lock' because it is a physical object that is used to perform the action of locking.
sterilize,water,Instrument,The Instrument role should have the properties of being a tool or device used to perform the action of sterilization.,"The argument 'water' has the property of being a liquid, which is relevant to the predicate 'sterilize' because it is often used as a tool to sterilize surfaces or objects by immersing them in water.",The argument 'water' fits the Instrument role for the predicate 'sterilize' because it is a tool used to perform the action of sterilization by immersing surfaces or objects in water.
sterilize,heat,Instrument,The Instrument role should have the properties of being a tool or device used to perform the action of sterilization.,"heat is a relevant property of the argument 'heat' for the predicate 'sterilize' because it is a means by which the sterilization process is performed. The heat is used to kill or inactivate microorganisms, making the surface or object sterile.","The argument 'heat' fits the Instrument role for the predicate 'sterilize' because it is a means by which the sterilization process is performed. The heat is used to kill or inactivate microorganisms, making the surface or object sterile."
sterilize,air,Instrument,The Instrument role should have the properties of being a tool or device used to perform the action of sterilization.,The argument 'air' has the property of being a medium through which the action of sterilization is performed.,The argument 'air' fits the Instrument role for the predicate 'sterilize' because it is the medium through which the action of sterilization is performed.
sterilize,alcohol,Instrument,The Instrument role should have the properties of being a tool or device used to perform the action of sterilization.,The argument 'alcohol' has the property of being a chemical substance that can be used to sterilize surfaces or objects.,The argument 'alcohol' fits the Instrument role for the predicate 'sterilize' because it is a chemical substance that can be used to sterilize surfaces or objects.
sterilize,pressure,Instrument,The Instrument role should have the properties of being a tool or device used to perform the action of sterilization.,The argument 'pressure' has the property of being a means by which the action of sterilization is performed.,The argument 'pressure' fits the Instrument role for the predicate 'sterilize' because it is a means by which the action of sterilization is performed.
sterilize,chemical,Instrument,The Instrument role should have the properties of being a tool or device used to perform the action of sterilization.,The argument 'chemical' has the property of being a substance used to sterilize.,  The argument 'chemical' fits the Instrument role for the predicate 'sterilize' because it is a substance used to perform the action of sterilization.
sterilize,salt,Instrument,The Instrument role should have the properties of being a tool or device used to perform the action of sterilization.,The argument 'salt' has the property of being a chemical substance used to sterilize surfaces or objects.,The argument 'salt' fits the Instrument role for the predicate 'sterilize' because it is a tool used to perform the action of sterilization.
sterilize,butter,Instrument,The Instrument role should have the properties of being a tool or device used to perform the action of sterilization.,The argument 'butter' has the property of being a material that can be used to perform the action of sterilization.,The argument 'butter' does not fit the Instrument role for the predicate 'sterilize' because it is not a tool or device used to perform the action of sterilization.
