predicate,argument,role_type,sentence 1,sentence 2,sentence 3,sentence 4,sentence 5
kill,house,ARG0,The house was killed by the fire.,The fire killed the house.,The house was destroyed by the fire.,The fire destroyed the house.,The house was burned down by the fire.
kill,house,ARG1,The killer killed the house.,The house was killed by the killer.,The killer killed the house with a gun.,The house was killed by a killer with a gun.,The killer killed the house with a knife.
kill,item,ARG0,The killer killed the item.,The item was killed by the killer.,The killer killed the item with a gun.,The item was killed by a killer with a gun.,The killer killed the item with a knife.
kill,item,ARG1,The killer killed the item.,The item was killed by the killer.,The killer killed the item with a gun.,The item was killed by a killer with a gun.,The killer killed the item with a knife.
kill,lion,ARG0,The lion killed the zebra.,The lion killed the giraffe.,The lion killed the elephant.,The lion killed the rhinoceros.,The lion killed the hippopotamus.
kill,lion,ARG1,The lion killed the zebra.,The lion killed the giraffe.,The lion killed the elephant.,The lion killed the rhinoceros.,The lion killed the hippopotamus.
kill,man,ARG0,The man killed the criminal.,The criminal was killed by the man.,The man killed the man's enemy.,The man's enemy was killed by the man.,The man killed the man's rival.
kill,man,ARG1,The man killed the intruder.,The intruder was killed by the man.,The man killed the criminal.,The criminal was killed by the man.,The man killed the enemy.
kill,mother,ARG0,The mother killed the child.,The child killed the mother.,The mother killed herself.,The child killed the mother and then killed himself.,The mother killed the child and then killed herself.
kill,mother,ARG1,The killer killed the mother.,The mother was killed by the killer.,The killer murdered the mother.,The mother was murdered by the killer.,The killer assassinated the mother.
kill,people,ARG0,The terrorist killed many people in the attack.,The police killed the terrorist who had been causing so much harm.,The doctor killed the cancer cells in the patient's body.,The storm killed many trees in the forest.,The drought killed the crops in the field.
kill,people,ARG1,The terrorist killed many people in the attack.,The police killed the terrorist who had killed so many people.,The doctor killed the cancer cells that were causing the patient's illness.,The storm killed many trees in the forest.,The drought killed many crops in the fields.
kill,rebel,ARG0,The rebels killed the soldiers.,The soldiers were killed by the rebels.,The rebels killed the soldiers with their weapons.,The soldiers were killed by the rebels' weapons.,The rebels killed the soldiers in battle.
kill,rebel,ARG1,The rebels killed the soldiers.,The soldiers were killed by the rebels.,The rebels killed the soldiers with their weapons.,The soldiers were killed by the rebels' weapons.,The rebels killed the soldiers in battle.
kill,shark,ARG0,The shark killed the fish.,The fish was killed by the shark.,The shark killed the other fish.,The shark killed the fish in the water.,The fish was killed by the shark in the water.
kill,shark,ARG1,The shark killed the fish.,The fish was killed by the shark.,The shark killed the other fish.,The fish was killed by the other shark.,The shark killed the other other fish.
promise,administration,ARG0,The administration promised to provide financial support to the community.,The administration promised to implement new policies to improve the economy.,The administration promised to increase funding for education.,The administration promised to provide assistance to those affected by the natural disaster.,The administration promised to work with the community to address the issue.
promise,administration,ARG1,The administration promised to provide financial support to the community.,The administration promised to implement new policies to improve the economy.,The administration promised to increase funding for education.,The administration promised to provide assistance to those affected by the natural disaster.,The administration promised to work with the community to address the issue.
promise,company,ARG0,The company promised to provide a discount on all purchases.,The company promised to deliver the product by the end of the week.,The company promised to provide a refund if the product was not satisfactory.,The company promised to give a 10% discount to all customers who referred a friend.,The company promised to provide a free trial period for all new customers.
promise,company,ARG1,The company promised to provide a discount on all purchases.,The company promised to deliver the product by the end of the week.,The company promised to provide a refund if the product was not satisfactory.,The company promised to give a 10% discount to all customers who referred a friend.,The company promised to provide a free trial period for all new customers.
promise,customer,ARG0,I promise to deliver the package by tomorrow.,The customer promised to pay the bill on time.,The company promised to provide a discount for early payment.,The politician promised to pass the bill if re-elected.,The doctor promised to keep the patient's condition confidential.
promise,customer,ARG1,I promise to deliver the package by tomorrow.,The customer promised to pay the bill on time.,The company promised to provide a discount for early payment.,The politician promised to pass the bill if re-elected.,The doctor promised to keep the patient's condition confidential.
promise,foundation,ARG0,I promise to build a foundation for our future together.,He promised to provide a foundation for the project.,The company promised to provide a foundation for the new building.,The politician promised to provide a foundation for the new law.,The scientist promised to provide a foundation for the new theory.
promise,foundation,ARG1,I promise to build a foundation for our future together.,He promised to provide a foundation for the project.,The company promised to provide a foundation for the new building.,The politician promised to provide a foundation for the new law.,The scientist promised to provide a foundation for the new theory.
promise,fund,ARG0,I promise to fund the project.,The company promised to fund the project.,The government promised to fund the project.,The donor promised to fund the project.,The investor promised to fund the project.
promise,fund,ARG1,I promise to fund the project.,The company promised to fund the project.,The government promised to fund the project.,The donor promised to fund the project.,The investor promised to fund the project.
promise,government,ARG0,The government promised to provide financial support to the affected communities.,The government promised to implement new policies to address the climate crisis.,The government promised to increase funding for education to improve the quality of education.,"The government promised to provide healthcare to all citizens, regardless of their income.",The government promised to reduce taxes for small businesses to stimulate economic growth.
promise,government,ARG1,The government promised to provide financial support to the affected communities.,The government promised to implement new policies to address the climate crisis.,The government promised to increase funding for education to improve the quality of education.,"The government promised to provide healthcare to all citizens, regardless of their income.",The government promised to reduce taxes for small businesses to encourage economic growth.
promise,parent,ARG0,I promise to take care of my parents.,My parents promise to support me.,The company promises to deliver the product on time.,The politician promises to pass the bill.,The doctor promises to cure the patient.
promise,parent,ARG1,I promise to take care of my parents.,My parents promise to support me.,The company promises to deliver the product on time.,The politician promises to pass the bill.,The doctor promises to cure the patient.
promise,plan,ARG0,I promise to follow the plan.,The plan promised to be successful.,The plan promised to be completed by the end of the day.,The plan promised to be implemented by the end of the week.,The plan promised to be reviewed by the end of the month.
promise,plan,ARG1,I promise to follow the plan.,The plan promised to be successful.,The plan promised to be completed by the end of the day.,The plan promised to be implemented by the end of the week.,The plan promised to be reviewed by the end of the month.
promise,state,ARG0,I promise to state the truth.,He promised to state the facts.,She promised to state the evidence.,They promised to state the case.,We promised to state the argument.
promise,state,ARG1,I promise to keep the state of the room clean.,He promised to return the book by the deadline.,She promised to help me with my homework.,They promised to attend the meeting.,He promised to take care of the baby.
promise,station,ARG0,I promise to visit the station next week.,The station promised to provide a comfortable ride.,The station promised to arrive on time.,The station promised to provide a safe and secure environment.,The station promised to provide a wide range of amenities.
promise,station,ARG1,I promise to visit the station next week.,The station promised to provide a comfortable ride.,The station promised to arrive on time.,The station promised to provide a safe and secure environment.,The station promised to provide a wide range of amenities.
promise,sun-god,ARG0,The sun-god promised to give us sunshine tomorrow.,The sun-god promised to give us rain today.,The sun-god promised to give us a beautiful sunset tonight.,The sun-god promised to give us a full moon tomorrow.,The sun-god promised to give us a clear sky today.
promise,sun-god,ARG1,The sun-god promised to give us sunshine tomorrow.,The sun-god promised to give us rain today.,The sun-god promised to give us a beautiful sunset tonight.,The sun-god promised to give us a full moon tomorrow.,The sun-god promised to give us a clear sky for our picnic.
raise,bank,ARG0,The bank raised the interest rate.,The interest rate was raised by the bank.,The bank raised the interest rate to 5%.,The interest rate was raised by 5% by the bank.,The bank raised the interest rate to 5% by 10%.
raise,bank,ARG1,The bank raised the interest rate to 5%,"The bank raised the loan amount to $10,000","The bank raised the minimum balance requirement to $1,000",The bank raised the overdraft limit to $500,The bank raised the fees for late payments to $25
raise,congress,ARG0,Congress raised the minimum wage to $15 an hour.,The congress raised the alarm about the rising cost of living.,The congress raised the question of whether the new policy was fair.,The congress raised the possibility of a new tax on large corporations.,The congress raised the issue of climate change and its impact on the environment.
raise,congress,ARG1,Congress raised the minimum wage to $15 an hour.,Congress raised the taxes on gasoline to 25 cents per gallon.,Congress raised the budget for the national parks by 10%.,Congress raised the age limit for voting to 18.,"Congress raised the penalty for drunk driving to $1,000."
raise,country,ARG0,The country raised the issue of climate change in the international community.,The country raised the alarm about the spread of COVID-19.,The country raised the funds for the relief efforts after the earthquake.,The country raised the bar for environmental sustainability.,The country raised the question of the impact of social media on mental health.
raise,country,ARG1,The country raised the issue of climate change in the international community.,The country raised the alarm about the spread of COVID-19.,The country raised the funds for the relief efforts after the earthquake.,The country raised the bar for environmental protection.,The country raised the question of the impact of technology on society.
raise,dividend,ARG0,The company raised the dividend by 10%.,The stock price rose as a result of the dividend increase.,The company's shareholders benefited from the dividend payout.,The dividend payment was a positive development for the company's financial health.,The dividend increase was a sign of the company's commitment to its shareholders.
raise,dividend,ARG1,The company raised the dividend by 10%.,The stock price rose as a result of the dividend increase.,The company's shareholders benefited from the dividend payout.,The dividend payment was a positive signal for the company's financial health.,The company's decision to raise the dividend was a sign of its commitment to its shareholders.
raise,firm,ARG0,The firm raised the capital to expand its operations.,The firm raised the price of its products to increase profits.,The firm raised the alarm to alert the authorities.,The firm raised the question to challenge the status quo.,The firm raised the issue to bring attention to the problem.
raise,firm,ARG1,The firm raised the capital to expand its operations.,The company raised the price of its products to increase profits.,The government raised taxes to fund public services.,The team raised their hands to show their agreement.,The player raised his bat to hit the ball.
raise,government,ARG0,The government raised the minimum wage.,The government raised the taxes.,The government raised the budget.,The government raised the alarm.,The government raised the flag.
raise,government,ARG1,The government raised the minimum wage to $15 an hour.,The government raised the taxes on cigarettes to discourage smoking.,The government raised the budget for education to provide more resources for schools.,The government raised the age limit for voting to 18 to give more people the right to participate in the democratic process.,The government raised the penalty for drunk driving to deter people from driving under the influence.
raise,price,ARG0,Raising the price of the product will increase its demand.,The price increase will raise the demand for the product.,The demand for the product will be raised by the price increase.,The price increase will result in an increase in demand for the product.,The demand for the product will increase as a result of the price increase.
raise,price,ARG1,Raising the price of the product will increase its demand.,Raising the price of the product will make it more expensive for consumers.,Raising the price of the product will make it less competitive in the market.,Raising the price of the product will make it less accessible to some consumers.,Raising the price of the product will make it more profitable for the company.
raise,question,ARG0,Raise the question of whether the new policy will be effective in reducing carbon emissions.,Raise the question of whether the new policy will be cost-effective.,Raise the question of whether the new policy will be popular with the public.,Raise the question of whether the new policy will be effective in addressing the root causes of climate change.,Raise the question of whether the new policy will be a step in the right direction towards reducing carbon emissions.
raise,question,ARG1,Raise the question of whether the new policy will be effective in reducing carbon emissions.,Raise the question of whether the new policy will be cost-effective.,Raise the question of whether the new policy will be popular with the public.,Raise the question of whether the new policy will be effective in addressing the root causes of climate change.,Raise the question of whether the new policy will be a step in the right direction towards reducing carbon emissions.
raise,rate,ARG0,The government raised the minimum wage to $15 an hour.,The company raised the price of the product by 20%.,The team raised the bar in terms of performance.,The player raised the ball in the air.,The musician raised the tempo of the song.
raise,rate,ARG1,The government raised the minimum wage to $15 an hour.,The company raised the price of the product to $500.,The team raised the flag to signal the start of the game.,The patient raised their arm to indicate that they were ready for the injection.,The artist raised the stakes by adding a new layer of complexity to the painting.
raise,stake,ARG0,Raising the stake will increase the reward for the task.,Raising the stake will make the task more challenging.,Raising the stake will make the task more difficult.,Raising the stake will make the task more demanding.,Raising the stake will make the task more complex.
raise,stake,ARG1,Raising the stake will increase the reward for the task.,Raising the stake will make the task more challenging.,Raising the stake will make the task more difficult.,Raising the stake will make the task more demanding.,Raising the stake will make the task more complex.
resent,contribution,ARG0,I resent your contribution to the project.,The company resents the employee's lack of effort.,The government resents the protesters' disruption of the rally.,The team resents the player's poor performance.,The customer resents the delay in the delivery of the product.
resent,contribution,ARG1,I resent your contribution to the project.,I resent the contribution you made to the project.,I resent the contribution that you made to the project.,I resent the contribution that you made to the project because it was not helpful.,I resent the contribution that you made to the project because it was not in line with our expectations.
resent,cost,ARG0,I resent the cost of the new smartphone.,The cost of the new smartphone resents me.,The cost of the new smartphone resents the company's decision to raise the price.,The cost of the new smartphone resents the fact that it is too expensive.,The cost of the new smartphone resents the fact that it is not as good as the old one.
resent,cost,ARG1,I resent the cost of the new smartphone.,The cost of the new smartphone resents me.,The cost of the new smartphone resents the company's decision to raise the price.,The cost of the new smartphone resents the fact that it is more expensive than the previous model.,The cost of the new smartphone resents the lack of affordability for many people.
resent,firm,ARG0,The firm resented the decision.,The decision resented the firm.,The firm resented the decision by the board.,The board resented the decision by the firm.,The firm resented the decision by the board's decision.
resent,firm,ARG1,The firm resented the decision.,The decision resented the firm.,The firm resented the decision by the board.,The board resented the decision by the firm.,The firm resented the decision by the board's decision.
resent,group,ARG0,The group resented the new policy.,The group resented the decision.,The group resented the lack of support.,The group resented the unfair treatment.,The group resented the lack of communication.
resent,group,ARG1,The group resented the new policy.,The group resented the company's decision.,The group resented the other group's actions.,The group resented the government's inaction.,The group resented the media's coverage.
resent,individual,ARG0,I resent the fact that you always take the last slice of pizza.,I resent the way you always talk down to me.,I resent the fact that you never listen to my opinions.,I resent the way you always make me feel like I'm not good enough.,I resent the fact that you never show me any appreciation for my hard work.
resent,individual,ARG1,I resent the fact that I was not invited to the party.,The resentment of the employee towards the company's policies is understandable.,The resentment of the minority group towards the majority is a common phenomenon.,The resentment of the victim towards the perpetrator is a natural response.,The resentment of the student towards the teacher is a common complaint.
resent,intrusion,ARG0,I resent the intrusion of the noise in the park.,The intrusion of the tourists in the village was resented by the locals.,The resentment of the victim towards the perpetrator was evident in their demeanor.,The resentment of the employee towards the company's policies was palpable in their attitude.,The resentment of the people towards the government's policies was evident in their protests.
resent,intrusion,ARG1,I resent the intrusion of the noise into my home.,The intrusion of the strangers into our neighborhood was resented by the locals.,The resentment of the victim towards the perpetrator was evident in their testimony.,The resentment of the employee towards the company's policies was evident in their attitude.,The resentment of the people towards the government's policies was palpable in the protests.
resent,presence,ARG0,I resent your presence in my home.,The resentment of the neighbors towards the new development was palpable.,The resentment of the employee towards the company's policies was justified.,The resentment of the people towards the government's policies was widespread.,The resentment of the artist towards the art world was evident.
resent,presence,ARG1,I resent your presence in my home.,Their presence in the room was resented by everyone.,The resentment of the people towards the new policy was palpable.,The resentment of the employee towards the company's decision was justified.,The resentment of the people towards the government's policies was widespread.
resent,product,ARG0,I resent the product's poor quality.,The product's resentment towards the company's poor customer service is understandable.,The company's resentment towards the product's poor quality is justified.,The product's resentment towards the company's poor customer service is unjustified.,The company's resentment towards the product's poor quality is unjustified.
resent,product,ARG1,I resent the product's lack of features.,The product's resentment towards the company's pricing policy is understandable.,The customer's resentment towards the product's design is justified.,The company's resentment towards the customer's feedback is unjustified.,The product's resentment towards the customer's lack of satisfaction is unjustified.
resent,transfer,ARG0,I resent the transfer of funds to your account.,The transfer of funds to your account resent me.,The transfer of funds to your account resent me to no end.,"The transfer of funds to your account resent me to no end, and I'm still waiting for it to be processed.","The transfer of funds to your account resent me to no end, and I'm still waiting for it to be processed, but I'm starting to feel resentful."
resent,transfer,ARG1,I resent the transfer of funds to your account.,The transfer of funds to your account resent me.,The transfer of funds to your account resent me to the point of anger.,The transfer of funds to your account resent me to the point of frustration.,The transfer of funds to your account resent me to the point of resentment.
resent,viewer,ARG0,The viewer resented the movie's portrayal of women.,The viewer resented the movie's lack of diversity.,The viewer resented the movie's lack of realism.,The viewer resented the movie's lack of originality.,The viewer resented the movie's lack of emotional depth.
resent,viewer,ARG1,The viewer resented the movie's portrayal of women.,The viewer resented the movie's lack of diversity.,The viewer resented the movie's lack of realism.,The viewer resented the movie's overuse of cliches.,The viewer resented the movie's lack of originality.
resent,wife,ARG0,I resent my wife for not doing the dishes.,My wife resents me for not paying the bills.,The resentment between my wife and I is causing tension in our relationship.,The resentment I feel towards my wife for not being supportive is affecting my ability to communicate with her.,The resentment I have towards my wife for not being honest with me is causing me to question our relationship.
resent,wife,ARG1,I resent my wife for not doing the dishes.,My wife resents me for always being late.,The resentment between us is palpable.,The resentment in the air was palpable.,The resentment was so strong that it was palpable.
resent,woman,ARG0,The woman resented the man's decision.,The woman resented the man's behavior.,The woman resented the man's attitude.,The woman resented the man's actions.,The woman resented the man's words.
resent,woman,ARG1,The woman resented the man's decision.,The woman resented the man's behavior.,The woman resented the man's attitude.,The woman resented the man's actions.,The woman resented the man's words.
see,analyst,ARG0,The analyst sees the data.,The analyst sees the trends.,The analyst sees the patterns.,The analyst sees the relationships.,The analyst sees the connections.
see,analyst,ARG1,The analyst saw the data.,The analyst saw the trends.,The analyst saw the patterns.,The analyst saw the relationships.,The analyst saw the connections.
see,drop,ARG0,I saw the drop of water on the ground.,The drop of water fell from the sky.,The drop of water was so small that it was almost invisible.,The drop of water was so big that it filled the entire container.,The drop of water was so heavy that it sank to the bottom of the ocean.
see,drop,ARG1,I saw the drop of water on the ground.,The drop of water fell from the sky.,The drop of water was so small that it was almost invisible.,The drop of water was so big that it filled the entire container.,The drop of water was so heavy that it sank to the bottom of the ocean.
see,effect,ARG0,I saw the effect of the storm on the city.,The effect of the medication was immediate.,The effect of the new policy was positive.,The effect of the change in the weather was a surprise.,The effect of the new technology was revolutionary.
see,effect,ARG1,I saw the effect of the storm on the city.,The effect of the medication was immediate.,The effect of the new policy was positive.,The effect of the change in the weather was a surprise.,The effect of the new technology was revolutionary.
see,executive,ARG0,The executive saw the report.,The report was seen by the executive.,The executive saw the report for the first time.,The executive saw the report for the last time.,The executive saw the report in the morning.
see,executive,ARG1,The executive saw the report.,The report was seen by the executive.,The executive saw the report for the first time.,The executive saw the report for the last time.,The executive saw the report in the morning.
see,face,ARG0,I saw a face in the mirror.,The face in the painting was beautiful.,The face of the stranger was unfamiliar.,The face of the woman was hidden behind a veil.,The face of the man was covered in blood.
see,face,ARG1,I saw a face in the mirror.,The face in the painting was beautiful.,The face of the stranger was unfamiliar.,The face of the woman was hidden behind a veil.,The face of the man was covered in blood.
see,friend,ARG0,I saw my friend yesterday.,She saw me yesterday.,He saw his friend yesterday.,They saw each other yesterday.,We saw them yesterday.
see,friend,ARG1,I saw my friend yesterday.,She saw me yesterday.,He saw his friend yesterday.,They saw each other yesterday.,We saw the movie yesterday.
see,investor,ARG0,The investor saw the potential in the new business venture.,The investor saw the opportunity to make a profit from the new product.,The investor saw the need for more funding to expand the company.,The investor saw the potential for growth in the market.,The investor saw the potential for a successful partnership with the new partner.
see,investor,ARG1,The investor saw the potential in the new business venture.,The investor saw the opportunity to make a profit from the new product.,The investor saw the need for a new marketing strategy to reach the target audience.,The investor saw the potential for growth in the company's sales.,The investor saw the potential for innovation in the company's product line.
see,movement,ARG0,I saw the movement of the clouds in the sky.,The movement of the waves in the ocean was visible to me.,The movement of the car was smooth and effortless.,The movement of the people in the crowd was chaotic and disorganized.,The movement of the planets in the solar system was a beautiful sight to behold.
see,movement,ARG1,I saw the movement of the clouds in the sky.,The movement of the waves in the ocean was visible to me.,The movement of the car was smooth and effortless.,The movement of the people in the crowd was chaotic and disorganized.,The movement of the planets in the solar system was a beautiful sight to behold.
see,name,ARG0,I saw John.,She saw the movie.,They saw the concert.,He saw the doctor.,We saw the new restaurant.
see,name,ARG1,I saw John.,She saw the movie.,They saw the concert.,He saw the doctor.,We saw the new restaurant.
see,pupil,ARG0,I saw the teacher with my pupil.,The student saw the teacher with my pupil.,The teacher saw the student with my pupil.,The student saw the teacher with my pupil.,The teacher saw the student with my pupil.
see,pupil,ARG1,I saw the teacher with my pupil.,The student saw the teacher with my pupil.,The teacher saw the student with my pupil.,The student saw the teacher with my pupil.,The teacher saw the student with my pupil.
see,return,ARG0,I saw him return.,She saw him return.,They saw him return.,He saw them return.,She saw them return.
see,return,ARG1,I saw him return.,She saw him return.,They saw him return.,He saw them return.,She saw them return.
see,viewer,ARG0,I saw the movie last night.,She saw the doctor yesterday.,They saw the concert on Saturday.,He saw the new restaurant last week.,We saw the sunset this morning.
see,viewer,ARG1,I saw the movie last night.,She saw the doctor yesterday.,They saw the concert on Saturday.,He saw the new restaurant last week.,We saw the sunset this morning.
tell,analyst,ARG0,The analyst told me the results of the analysis.,The analyst told me the conclusion of the analysis.,The analyst told me the findings of the analysis.,The analyst told me the implications of the analysis.,The analyst told me the recommendations of the analysis.
tell,analyst,ARG2,The analyst told the CEO that the company's financial reports were not accurate.,The analyst told the CFO that the company's financial projections were too optimistic.,The analyst told the board of directors that the company's financial situation was dire.,The analyst told the investors that the company's stock price was overvalued.,The analyst told the media that the company's financial statements were misleading.
tell,chairman,ARG0,The chairman told the board to approve the budget.,The chairman told the CEO to prepare the presentation.,The chairman told the team to work on the project.,The chairman told the customer to provide feedback.,The chairman told the staff to attend the meeting.
tell,chairman,ARG2,The chairman told the board to approve the budget.,The chairman told the CEO to prepare the presentation.,The chairman told the team to work on the project.,The chairman told the customer to provide feedback.,The chairman told the staff to attend the meeting.
tell,court,ARG0,The court told the jury to deliberate.,The jury told the court to proceed with the trial.,The judge told the lawyers to present their arguments.,The lawyers told the judge to consider the evidence.,The witnesses told the court to speak the truth.
tell,court,ARG2,The court told the jury to listen carefully to the evidence.,The jury told the court that they had heard enough evidence.,The court told the judge that the jury had reached a verdict.,The judge told the court that the defendant was found guilty.,The court told the defendant that they would be sentenced to prison.
tell,department,ARG0,The department told me to go home.,The department told me to stay late.,The department told me to take a break.,The department told me to work on the project.,The department told me to meet with the team.
tell,department,ARG2,The manager told the department to hire more employees.,The teacher told the class to be quiet.,The doctor told the patient to take their medication.,The boss told the employee to work harder.,The friend told the other friend to meet them at the park.
tell,executive,ARG0,The executive told the team to work harder.,The executive told the boss about the project's progress.,The executive told the customer about the new product.,The executive told the employee about the company's policies.,The executive told the team about the upcoming deadline.
tell,executive,ARG2,The executive told the CEO to increase profits.,The executive told the team to work harder.,The executive told the customer to return the product.,The executive told the employee to take a break.,The executive told the investor to invest more.
tell,investor,ARG0,The investor told the company to invest in the new technology.,The investor told the company to invest in the new marketing strategy.,The investor told the company to invest in the new product development.,The investor told the company to invest in the new expansion plans.,The investor told the company to invest in the new partnership opportunities.
tell,investor,ARG2,The investor told the company to invest in the new technology.,The investor told the company to invest in the new marketing strategy.,The investor told the company to invest in the new product development.,The investor told the company to invest in the new expansion plans.,The investor told the company to invest in the new partnership opportunities.
tell,officer,ARG0,The officer told the suspect to stop.,The suspect told the officer to leave.,The officer told the witness to come forward.,The witness told the officer to wait.,The suspect told the officer to surrender.
tell,officer,ARG2,The officer told the suspect to stop and identify himself.,The officer told the witness to come forward and provide a statement.,The officer told the victim to remain calm and seek medical attention.,The officer told the suspect to surrender and put his hands up.,The officer told the witness to stay back and avoid any further involvement.
tell,patient,ARG0,Tell me the story of your day.,Tell me about your weekend.,Tell me what you did yesterday.,Tell me what you're planning to do today.,Tell me about your favorite hobby.
tell,patient,ARG2,Tell me the story of your day.,Tell me about your weekend.,Tell me what you did yesterday.,Tell me what you're planning to do today.,Tell me about your favorite hobby.
tell,reporter,ARG0,The reporter told the story to the audience.,The reporter told the story to the editor.,The reporter told the story to the police.,The reporter told the story to the judge.,The reporter told the story to the jury.
tell,reporter,ARG2,The reporter told the police officer what had happened.,The police officer told the reporter to wait outside.,The reporter told the police officer to bring the suspect in.,The police officer told the reporter to go home.,The reporter told the police officer to call for backup.
tell,senator,ARG0,The senator told the president that he would vote for the bill.,The senator told the president that he would not vote for the bill.,The senator told the president that he was considering voting for the bill.,The senator told the president that he was considering not voting for the bill.,The senator told the president that he had decided to vote for the bill.
tell,senator,ARG2,The senator told the president that he would vote for the bill.,The senator told the president that he would not vote for the bill.,The senator told the president that he was considering voting for the bill.,The senator told the president that he was considering not voting for the bill.,The senator told the president that he had decided to vote for the bill.
tell,therapist,ARG0,The therapist told me to come back next week.,The therapist told me to take a break from work.,The therapist told me to try a new medication.,The therapist told me to stop smoking.,The therapist told me to exercise more.
tell,therapist,ARG2,The therapist told me to come back next week.,The therapist told me to take a break from work.,The therapist told me to try a new medication.,The therapist told me to stop smoking.,The therapist told me to exercise more.
