predicate,argument,role_type,reasons 1,reasons 2,reasons 3
grab,stewardess,ARG0,The ARG0 role for the predicate 'grab' should have the properties of being the agent performing the action.,The argument 'stewardess' has the property of being a person who is responsible for serving food and drinks to passengers on an airplane.,The argument 'stewardess' does not fit the ARG0 role for the predicate 'grab' because the stewardess is not the agent performing the action of grabbing something. The agent performing the action of grabbing something is the person or entity that is physically interacting with the object being grabbed.
grab,stewardess,ARG1,"The ARG1 role for the predicate 'grab' should have the properties of being the object of the action, the thing that is being grabbed.",The argument 'stewardess' has the property of being a person who is responsible for serving food and drinks to passengers on an airplane.,The argument 'stewardess' does not fit the ARG1 role for the predicate 'grab' because it is not a physical object that can be grabbed.
grade,examination,ARG0,The ARG0 role for the predicate 'grade' should have the properties of being the subject of the sentence and the entity that is being graded.,The argument 'examination' has the properties of being the object of the sentence and the entity that is being graded.,The argument 'examination' fits the ARG0 role for the predicate 'grade' because it is the entity that is being graded.
grade,examination,ARG1,The ARG1 role for the predicate 'grade' should have the properties of being a noun or a pronoun that refers to the entity being graded.,"The argument 'examination' has the properties of being a noun that refers to the entity being graded, and it is the ARG1 of the predicate 'grade'.",The argument 'examination' fits the ARG1 role for the predicate 'grade' because it is a noun that refers to the entity being graded.
grade,foreman,ARG0,The ARG0 role for the predicate 'grade' should have the properties of being the subject of the sentence and the entity that is being graded.,The argument 'foreman' has the properties of being the agent of the action (the person or entity that performs the action) and the patient of the action (the entity that is affected by the action).,The argument 'foreman' will fit the ARG0 role for the predicate 'grade' because it is the entity that is being graded.
grade,foreman,ARG1,The ARG1 role for the predicate 'grade' should have the properties of being a noun or a pronoun that refers to the entity being graded.,The argument 'foreman' has the properties of being a noun or a pronoun that refers to the entity being graded.,The argument 'foreman' fits the ARG1 role for the predicate 'grade' because it is a noun or a pronoun that refers to the entity being graded.
grade,paper,ARG0,The ARG0 role for the predicate 'grade' should have the properties of being the subject of the sentence and the entity that is being graded.,The argument 'paper' has the properties of being the object of the sentence and the entity that is being graded.,The argument 'paper' will fit the ARG0 role for the predicate 'grade' because it is the subject of the sentence and the entity that is being graded.
grade,paper,ARG1,The ARG1 role for the predicate 'grade' should have the properties of being a noun or a pronoun that refers to the entity being graded.,The argument 'paper' has the properties of being a noun or a pronoun that refers to the entity being graded.,The argument 'paper' fits the ARG1 role for the predicate 'grade' because it is the entity being graded.
grade,professor,ARG0,The ARG0 role for the predicate 'grade' should have the properties of being the subject of the sentence and the entity that is being graded.,The argument 'professor' has the properties of being the agent of the action (the person or entity that performs the action) and the patient of the action (the entity that is affected by the action).,The argument 'professor' fits the ARG0 role for the predicate 'grade' because it is the entity that is performing the action of grading.
grade,professor,ARG1,The ARG1 role for the predicate 'grade' should have the properties of being a noun or a pronoun that refers to the entity being graded.,The argument 'professor' has the properties of being a noun or a pronoun that refers to the entity being graded.,The argument 'professor' fits the ARG1 role for the predicate 'grade' because it is a noun or a pronoun that refers to the entity being graded.
grade,pupil,ARG0,The ARG0 role for the predicate 'grade' should have the properties of being the subject of the sentence and the entity that is being graded.,The argument 'pupil' has the properties of being the object of the sentence and the entity that is being graded.,The argument 'pupil' fits the ARG0 role for the predicate 'grade' because it is the subject of the sentence and the entity that is being graded.
grade,pupil,ARG1,The ARG1 role for the predicate 'grade' should have the properties of being a noun or a pronoun that refers to the entity being graded.,The argument 'pupil' has the properties of being a noun or a pronoun that refers to the entity being graded.,The argument 'pupil' fits the ARG1 role for the predicate 'grade' because it is the entity being graded.
grade,student,ARG0,The ARG0 role for the predicate 'grade' should have the properties of being the subject of the sentence and the entity that is being graded.,The argument 'student' has the properties of being the subject of the sentence and the entity that is being graded.,The argument 'student' fits the ARG0 role for the predicate 'grade' because it is the subject of the sentence and the entity that is being graded.
grade,student,ARG1,The ARG1 role for the predicate 'grade' should have the properties of being a noun or a pronoun that refers to the entity being graded.,The argument 'student' has the properties of being a noun or a pronoun that refers to the entity being graded.,The argument 'student' fits the ARG1 role for the predicate 'grade' because it is the entity being graded.
grade,teacher,ARG0,The ARG0 role for the predicate 'grade' should have the properties of being the subject of the sentence and the entity that is being graded.,The argument 'teacher' has the properties of being the agent of the action (the person or entity that performs the action) and the entity that is being graded (the subject of the sentence).,The argument 'teacher' fits the ARG0 role for the predicate 'grade' because it is the entity that is being graded (the subject of the sentence).
grade,teacher,ARG1,The ARG1 role for the predicate 'grade' should have the properties of being a noun or a pronoun that refers to the entity being graded.,The argument 'teacher' has the properties of being a noun or a pronoun that refers to the entity performing the grading action.,The argument 'teacher' fits the ARG1 role for the predicate 'grade' because it is the entity that is performing the grading action.
grade,undergraduate,ARG0,The ARG0 role for the predicate 'grade' should have the properties of being the subject of the sentence and the entity that is being graded.,The argument 'undergraduate' has the properties of being a noun phrase and a subject of the sentence.,The argument 'undergraduate' will fit the ARG0 role for the predicate 'grade' because it is the subject of the sentence and is being graded.
grade,undergraduate,ARG1,The ARG1 role for the predicate 'grade' should have the properties of being a noun or a pronoun that refers to the entity being graded.,The argument 'undergraduate' has the property of being a noun that refers to a student in the first year of their undergraduate program.,"The argument 'undergraduate' fits the ARG1 role for the predicate 'grade' because it is a noun that refers to the entity being graded, which is the undergraduate student in this case."
grasp,child,ARG0,The ARG0 role for the predicate 'grasp' should have the properties of being the subject of the sentence and the entity that is doing the grasping.,The argument 'child' has the properties of being the object of the sentence and the entity that is being grasped.,The argument 'child' fits the ARG0 role for the predicate 'grasp' because it is the entity that is being grasped by the subject of the sentence.
grasp,child,ARG1,"The ARG1 role for the predicate 'grasp' should have the properties of being the object of the action, the thing that is grasped, and the thing that is grasped should be a physical entity.","The argument 'child' has the properties of being a physical entity, a living being, and a person.",The argument 'child' will fit the ARG1 role for the predicate 'grasp' because it is a physical entity that can be grasped.
grasp,hammer,ARG0,The ARG0 role for the predicate 'grasp' should have the properties of being the subject of the sentence and the entity that is doing the grasping.,The argument 'hammer' has the properties of being a tool used for grasping.,The argument 'hammer' will fit the ARG0 role for the predicate 'grasp' because it is a tool used for grasping.
grasp,hammer,ARG1,"The ARG1 role for the predicate 'grasp' should have the properties of being the object of the action, the thing that is grasped, and the thing that is grasped should be a physical entity.",The argument 'hammer' has the properties of being a physical entity and a tool for grasping.,The argument 'hammer' will fit the ARG1 role for the predicate 'grasp' because it is a physical entity that can be used to grasp or hold onto something.
grasp,reporter,ARG0,The ARG0 role for the predicate 'grasp' should have the properties of being the subject of the sentence and the entity that is doing the grasping.,The argument 'reporter' has the property of being the entity that is doing the grasping.,The argument 'reporter' fits the ARG0 role for the predicate 'grasp' because it is the entity that is doing the grasping.
grasp,reporter,ARG1,"The ARG1 role for the predicate 'grasp' should have the properties of being the object of the action, the thing that is grasped, and the thing that is grasped should be a physical entity.","The argument 'reporter' has the properties of being the subject of the action, the person or entity that is doing the grasping, and the person or entity that is doing the grasping should be a human or a non-human entity that can perform the action of grasping.","The argument 'reporter' fits the ARG1 role for the predicate 'grasp' because it is the subject of the action, and the person or entity that is doing the grasping."
grow,crops,ARG0,The ARG0 role for the predicate 'grow' should have the properties of being the subject of the sentence and the entity that is growing.,The argument 'crops' has the properties of being the direct object of the predicate 'grow' and the entity that is growing.,The argument 'crops' will fit the ARG0 role for the predicate 'grow' because it is the direct object of the predicate and the entity that is growing.
grow,crops,ARG1,The ARG1 role for the predicate 'grow' should have the properties of being the subject of the sentence and the entity that is growing.,The argument 'crops' has the properties of being the direct object of the predicate 'grow' and the entity that is growing.,The argument 'crops' fits the ARG1 role for the predicate 'grow' because it is the direct object of the sentence and the entity that is growing.
grow,flowers,ARG0,The ARG0 role for the predicate 'grow' should have the properties of being the subject of the sentence and the entity that is growing.,The argument 'flowers' has the properties of being the direct object of the predicate 'grow'.,The argument 'flowers' will fit the ARG0 role for the predicate 'grow' because it is the subject of the sentence.
grow,flowers,ARG1,The ARG1 role for the predicate 'grow' should have the properties of being the subject of the sentence and the entity that is growing.,The argument 'flowers' has the properties of being the direct object of the predicate 'grow'.,"The argument 'flowers' will fit the ARG1 role for the predicate 'grow' because it is the direct object of the sentence, indicating the entity that is growing."
grow,pigs,ARG0,The ARG0 role for the predicate 'grow' should have the properties of being the subject of the sentence and the entity that is growing.,The argument 'pigs' has the properties of being the direct object of the predicate 'grow'.,"The argument 'pigs' will not fit the ARG0 role for the predicate 'grow' because the ARG0 role is typically used for the subject of the sentence, and 'pigs' is not the subject of the sentence. The correct answer is ""The argument 'pigs' does not fit the ARG0 role for the predicate 'grow'."""
grow,pigs,ARG1,The ARG1 role for the predicate 'grow' should have the properties of being the subject of the sentence and the entity that is growing.,The argument 'pigs' has the properties of being the direct object of the predicate 'grow'.,"The argument 'pigs' will fit the ARG1 role for the predicate 'grow' because it is the direct object of the sentence, indicating the entity that is growing."
grow,rabbits,ARG0,The ARG0 role for the predicate 'grow' should have the properties of being the subject of the sentence and the entity that is growing.,The argument 'rabbits' has the properties of being the direct object of the predicate 'grow'.,"The argument 'rabbits' will not fit the ARG0 role for the predicate 'grow' because the ARG0 role is typically used for the subject of the sentence, and 'rabbits' is the direct object of the sentence."
grow,rabbits,ARG1,The ARG1 role for the predicate 'grow' should have the properties of being the subject of the sentence and the entity that is growing.,The argument 'rabbits' has the properties of being the direct object of the predicate 'grow' and the entity that is growing.,The argument 'rabbits' fits the ARG1 role for the predicate 'grow' because it is the direct object of the sentence and the entity that is growing.
haunt,ghost,ARG0,The ARG0 role for the predicate 'haunt' should have the properties of being a location or a place where the entity being described is located or present.,The argument 'ghost' has the property of being a supernatural entity that is believed to haunt a particular location or place.,The argument 'ghost' fits the ARG0 role for the predicate 'haunt' because it is the entity that is believed to haunt the location or place.
haunt,ghost,ARG1,The ARG1 role for the predicate 'haunt' should have the properties of a location or a place.,"The argument 'ghost' has the properties of a supernatural entity, a spirit, or a being that is believed to inhabit a particular place or environment.","The argument 'ghost' fits the ARG1 role for the predicate 'haunt' because it is a supernatural entity that is believed to inhabit a particular place or environment, which is the role that the predicate 'haunt' typically requires."
haunt,memory,ARG0,The ARG0 role for the predicate 'haunt' should have the properties of being a location or a place where the entity being described is located or present.,"The argument 'memory' has the property of being a mental construct or a representation of something in the mind, which is relevant to the predicate 'haunt' as it refers to a place or location that is associated with a particular memory or experience.",The argument 'memory' fits the ARG0 role for the predicate 'haunt' because it is a mental construct or a representation of a place or location that is associated with a particular memory or experience.
haunt,memory,ARG1,The ARG1 role for the predicate 'haunt' should have the properties of a location or a place.,"The argument 'memory' has the property of being a mental construct, which is relevant to the semantic role of 'haunt'.",The argument 'memory' fits the ARG1 role for the predicate 'haunt' because it is a mental construct that can be used to represent a location or a place that is associated with a particular memory or experience.
haunt,salesman,ARG0,The ARG0 role for the predicate 'haunt' should have the properties of being a location or a place where the entity being described is located or present.,"The argument 'salesman' has the property of being a person who is involved in the activity of selling goods or services, and is therefore relevant to the predicate 'haunt' because it is a location where the salesman is present.",The argument 'salesman' fits the ARG0 role for the predicate 'haunt' because it is a location where the salesman is present.
haunt,salesman,ARG1,The ARG1 role for the predicate 'haunt' should have the properties of a location or a place.,The argument 'salesman' has the property of being a person who is involved in the activity of selling goods or services.,"The argument 'salesman' does not fit the ARG1 role for the predicate 'haunt' because the salesman is not a location or a place where the ghost is haunting. The ghost is said to haunt a specific location, such as a house or a building, and the salesman is not a location or a place. Therefore, the argument 'salesman' does not fit the ARG1 role for the predicate 'haunt'."
haunt,woman,ARG0,The ARG0 role for the predicate 'haunt' should have the properties of being a location or a place where the entity being described is located or present.,"The argument 'woman' has the property of being a person, which is relevant to the predicate 'haunt' as it is a location or a place where a person can be present.",The argument 'woman' fits the ARG0 role for the predicate 'haunt' because it is a person who is present in the location being described by the predicate.
haunt,woman,ARG1,The ARG1 role for the predicate 'haunt' should have the properties of a location or a place.,"The argument 'woman' has the property of being a living being, which is relevant to the predicate 'haunt' as it implies that the woman is capable of inhabiting or residing in a place.",The argument 'woman' fits the ARG1 role for the predicate 'haunt' because it is a living being that can inhabit or reside in a place.
help,assistant,ARG0,The ARG0 role for the predicate 'help' should have the properties of being the person or entity that is being helped.,The argument 'assistant' has the property of being a person or entity that is being helped.,The argument 'assistant' fits the ARG0 role for the predicate 'help' because it is the person or entity that is being helped.
help,assistant,ARG1,The ARG1 role should have the properties of being the person or thing that is being helped.,The argument 'assistant' has the property of being a person or thing that is helping.,The argument 'assistant' fits the ARG1 role for the predicate 'help' because it is the person or thing that is being helped.
help,cause,ARG0,The ARG0 role for the predicate 'help' should have the properties of being the person or entity that is being helped.,The argument 'cause' for the predicate 'help' has the property of being the reason or explanation for the action of helping.,The argument 'cause' will fit the ARG0 role for the predicate 'help' because it is the reason or explanation for the action of helping.
help,cause,ARG1,The ARG1 role should have the properties of being the person or thing that is being helped.,The argument 'cause' has the property of being the reason or explanation for the action of 'help'.,The argument 'cause' fits the ARG1 role for the predicate 'help' because it is the reason or explanation for the action of 'help'.
help,fireman,ARG0,The ARG0 role for the predicate 'help' should have the properties of being the person or entity that is being helped.,"The argument 'fireman' has the property of being a person who is trained to help in emergency situations, such as fighting fires.","The argument 'fireman' fits the ARG0 role for the predicate 'help' because it is a person who is trained to help in emergency situations, such as fighting fires."
help,fireman,ARG1,The ARG1 role should have the properties of being the person or thing that is being helped.,"The argument 'fireman' has the property of being a person who is trained to help in emergency situations, such as fighting fires.","The argument 'fireman' fits the ARG1 role for the predicate 'help' because it is a person who is trained to help in emergency situations, such as fighting fires."
help,gardener,ARG0,The ARG0 role for the predicate 'help' should have the properties of being the person or entity that is being helped.,The argument 'gardener' has the property of being a person or entity that is capable of performing the action of 'helping'.,The argument 'gardener' fits the ARG0 role for the predicate 'help' because it is the person or entity that is being helped.
help,gardener,ARG1,The ARG1 role should have the properties of being the person or thing that is being helped.,The argument 'gardener' has the property of being the person or thing that is being helped.,The argument 'gardener' fits the ARG1 role for the predicate 'help' because it is the person or thing that is being helped.
help,victim,ARG0,The ARG0 role for the predicate 'help' should have the properties of being the person or entity that is being helped.,The argument 'victim' has the property of being the person or entity that is being helped.,The argument 'victim' fits the ARG0 role for the predicate 'help' because it is the person or entity that is being helped.
help,victim,ARG1,The ARG1 role should have the properties of being the person or thing that is being helped.,The argument 'victim' has the property of being the person or thing that is in need of help.,The argument 'victim' fits the ARG1 role for the predicate 'help' because it is the person or thing that is in need of help.
hire,applicant,ARG0,The ARG0 role for the predicate 'hire' should have the properties of being the person or entity that is doing the hiring.,The argument 'applicant' has the properties of being the person or entity that is being hired.,The argument 'applicant' fits the ARG0 role for the predicate 'hire' because it is the person or entity that is being hired.
hire,applicant,ARG1,"The ARG1 role for the predicate 'hire' should have the properties of being the person or entity that is being hired, and the role of the person or entity that is doing the hiring.",The argument 'applicant' has the properties of being the person or entity that is being hired.,The argument 'applicant' fits the ARG1 role for the predicate 'hire' because it is the person or entity that is being hired.
hire,boss,ARG0,The ARG0 role for the predicate 'hire' should have the properties of being the person or entity that is doing the hiring.,The argument 'boss' has the property of being the person or entity that is being hired.,The argument 'boss' fits the ARG0 role for the predicate 'hire' because it is the person or entity that is being hired.
hire,boss,ARG1,"The ARG1 role for the predicate 'hire' should have the properties of being the person or entity that is being hired, and the role of the person or entity that is doing the hiring.",The argument 'boss' has the property of being the person or entity that is being hired.,The argument 'boss' fits the ARG1 role for the predicate 'hire' because it is the person or entity that is being hired.
hire,chairman,ARG0,The ARG0 role for the predicate 'hire' should have the properties of being the person or entity that is doing the hiring.,The argument 'chairman' has the property of being a person or entity that is being hired.,"The argument 'chairman' will fit the ARG0 role for the predicate 'hire' because the ARG0 role is typically the person or entity that is performing the action of the verb. In the case of the predicate 'hire', the ARG0 role is the person or entity that is hiring the chairman. Therefore, the argument 'chairman' fits the ARG0 role for the predicate 'hire'."
hire,chairman,ARG1,"The ARG1 role for the predicate 'hire' should have the properties of being the person or entity that is being hired, and the role of the person or entity that is doing the hiring.",The argument 'chairman' has the property of being a person or entity that is being hired.,The argument 'chairman' fits the ARG1 role for the predicate 'hire' because it is the person or entity that is being hired.
hire,employee,ARG0,The ARG0 role for the predicate 'hire' should have the properties of being the person or entity that is doing the hiring.,The argument 'employee' has the property of being the person or entity that is being hired.,The argument 'employee' fits the ARG0 role for the predicate 'hire' because it is the person or entity that is being hired.
hire,employee,ARG1,"The ARG1 role for the predicate 'hire' should have the properties of being the person or entity that is being hired, and the role of the person or entity that is doing the hiring.","The argument 'employee' has the properties of being the person or entity that is being hired, and the role of the person or entity that is doing the hiring.",The argument 'employee' fits the ARG1 role for the predicate 'hire' because it is the person or entity that is being hired.
hire,friend,ARG0,The ARG0 role for the predicate 'hire' should have the properties of being the person or entity that is doing the hiring.,The argument 'friend' has the property of being a person who is recommended or endorsed by the hirer.,The argument 'friend' fits the ARG0 role for the predicate 'hire' because it is the person who is recommending or endorsing the hiring of the person being hired.
hire,friend,ARG1,"The ARG1 role for the predicate 'hire' should have the properties of being the person or entity that is being hired, and the role of the person or entity that is doing the hiring.",The argument 'friend' has the property of being a person or entity that is being hired.,The argument 'friend' fits the ARG1 role for the predicate 'hire' because it is the person or entity that is being hired.
hire,manager,ARG0,The ARG0 role for the predicate 'hire' should have the properties of being the person or entity that is doing the hiring.,The argument 'manager' has the property of being the person or entity responsible for hiring.,The argument 'manager' fits the ARG0 role for the predicate 'hire' because it is the person or entity responsible for hiring.
hire,manager,ARG1,"The ARG1 role for the predicate 'hire' should have the properties of being the person or entity that is being hired, and the role of the person or entity that is doing the hiring.",The argument 'manager' has the property of being the person or entity that is doing the hiring.,The argument 'manager' fits the ARG1 role for the predicate 'hire' because it is the person or entity that is doing the hiring.
hire,supervisor,ARG0,The ARG0 role for the predicate 'hire' should have the properties of being the person or entity that is doing the hiring.,The argument 'supervisor' has the property of being the person or entity that is being hired.,The argument 'supervisor' fits the ARG0 role for the predicate 'hire' because it is the person or entity that is being hired.
hire,supervisor,ARG1,"The ARG1 role for the predicate 'hire' should have the properties of being the person or entity that is being hired, and the role of the person or entity that is doing the hiring.",The argument 'supervisor' has the property of being the person or entity that is being hired.,The argument 'supervisor' fits the ARG1 role for the predicate 'hire' because it is the person or entity that is being hired.
hit,director,ARG0,"The ARG0 role for the predicate 'hit' should have the properties of being the subject of the action, the person or thing that performs the action, and the entity that is affected by the action.",The argument 'director' has the properties of being the person or thing that performs the action (subject) and the entity that is affected by the action (patient).,The argument 'director' fits the ARG0 role for the predicate 'hit' because it is the person or thing that performs the action (subject) and the entity that is affected by the action (patient).
hit,director,ARG1,The ARG1 role for the predicate 'hit' should have the properties of being the agent or the doer of the action.,The argument 'director' has the property of being the agent or the doer of the action.,The argument 'director' fits the ARG1 role for the predicate 'hit' because it is the agent or the doer of the action.
hit,guard,ARG0,"The ARG0 role for the predicate 'hit' should have the properties of being the subject of the action, the person or thing that performs the action, and the entity that is affected by the action.","The argument 'guard' has the properties of being the object of the action, the entity that is affected by the action, and the entity that is being protected or defended.",The argument 'guard' fits the ARG0 role for the predicate 'hit' because it is the entity that is being protected or defended by the action of 'hit'.
hit,guard,ARG1,The ARG1 role for the predicate 'hit' should have the properties of being the agent or the doer of the action.,The argument 'guard' has the property of being the agent or the doer of the action.,The argument 'guard' fits the ARG1 role for the predicate 'hit' because it is the agent or the doer of the action.
hit,undergraduate,ARG0,"The ARG0 role for the predicate 'hit' should have the properties of being the subject of the action, the person or thing that performs the action, and the entity that is affected by the action.","The argument 'undergraduate' has the properties of being the object of the action, the entity that is affected by the action, and the entity that is being hit.",The argument 'undergraduate' will fit the ARG0 role for the predicate 'hit' because it is the entity that is being hit by the action of 'hit'.
hit,undergraduate,ARG1,The ARG1 role for the predicate 'hit' should have the properties of being the agent or the doer of the action.,The argument 'undergraduate' has the property of being the patient or the target of the action.,The argument 'undergraduate' does not fit the ARG1 role for the predicate 'hit' because it is not the agent or doer of the action.
hunt,cowboys,ARG0,"The ARG0 role for the predicate 'hunt' should have the properties of being the agent performing the action, and the subject of the action.",The argument 'cowboys' has the property of being the agent performing the action.,The argument 'cowboys' will fit the ARG0 role for the predicate 'hunt' because it is the agent performing the action of hunting.
hunt,cowboys,ARG1,"The ARG1 role for the predicate 'hunt' should have the properties of being the agent performing the action, and the argument should be a noun or pronoun that refers to the agent.",The argument 'cowboys' has the property of being a noun or pronoun that refers to the agent performing the action.,The argument 'cowboys' fits the ARG1 role for the predicate 'hunt' because it refers to the agent performing the action of hunting.
hunt,divers,ARG0,"The ARG0 role for the predicate 'hunt' should have the properties of being the agent performing the action, and the subject of the action.",The argument 'divers' has the property of being a participant in the action of 'hunting'.,The argument 'divers' will fit the ARG0 role for the predicate 'hunt' because it is a participant in the action of 'hunting'.
hunt,divers,ARG1,"The ARG1 role for the predicate 'hunt' should have the properties of being the agent performing the action, and the argument should be a noun or pronoun that refers to the agent.",The argument 'divers' has the property of being a noun or pronoun that refers to the agent performing the action.,The argument 'divers' fits the ARG1 role for the predicate 'hunt' because it is a noun or pronoun that refers to the agent performing the action.
hunt,fugitives,ARG0,"The ARG0 role for the predicate 'hunt' should have the properties of being the agent performing the action, and the subject of the action.","The argument 'fugitives' has the property of being the object of the action, and the target of the hunt.","The argument 'fugitives' will fit the ARG0 role for the predicate 'hunt' because it is the object of the action, and the target of the hunt."
hunt,fugitives,ARG1,"The ARG1 role for the predicate 'hunt' should have the properties of being the agent performing the action, and the argument should be a noun or pronoun that refers to the agent.","The argument 'fugitives' has the property of being the patient of the action, as it is the entity that is being hunted.",The argument 'fugitives' fits the ARG1 role for the predicate 'hunt' because it is the entity that is being hunted.
hunt,lion,ARG0,"The ARG0 role for the predicate 'hunt' should have the properties of being the agent performing the action, and the subject of the action.","The argument 'lion' has the properties of being the object of the action, and the prey being pursued by the agent.",The argument 'lion' fits the ARG0 role for the predicate 'hunt' because it is the subject of the action being performed by the agent.
hunt,lion,ARG1,"The ARG1 role for the predicate 'hunt' should have the properties of being the agent performing the action, and the argument should be a noun or pronoun that refers to the agent.",The argument 'lion' has the properties of being the prey being hunted.,The argument 'lion' fits the ARG1 role for the predicate 'hunt' because it is the noun or pronoun that refers to the agent performing the action of hunting.
hunt,mouse,ARG0,"The ARG0 role for the predicate 'hunt' should have the properties of being the agent performing the action, and the subject of the action.",The argument 'mouse' has the properties of being the prey of the hunt.,The argument 'mouse' fits the ARG0 role for the predicate 'hunt' because it is the subject of the action being performed by the agent.
hunt,mouse,ARG1,"The ARG1 role for the predicate 'hunt' should have the properties of being the agent performing the action, and the argument should be a noun or pronoun that refers to the agent.","The argument 'mouse' has the properties of being the prey, and the predicate 'hunt' has the properties of being an action that involves hunting and killing the prey.",The argument 'mouse' fits the ARG1 role for the predicate 'hunt' because it is the prey being hunted.
hunt,rabbit,ARG0,"The ARG0 role for the predicate 'hunt' should have the properties of being the agent performing the action, and the subject of the action.","The argument 'rabbit' has the properties of being the object of the action, and the prey being pursued by the agent.",The argument 'rabbit' fits the ARG0 role for the predicate 'hunt' because it is the subject of the action being performed by the agent.
hunt,rabbit,ARG1,"The ARG1 role for the predicate 'hunt' should have the properties of being the agent performing the action, and the argument should be a noun or pronoun that refers to the agent.","The argument 'rabbit' has the properties of being the prey, and the predicate 'hunt' has the properties of being an action that involves hunting and killing the prey.",The argument 'rabbit' fits the ARG1 role for the predicate 'hunt' because it is the prey being hunted.
hypnotize,butterfly,ARG0,The ARG0 role for the predicate 'hypnotize' should have the properties of being the person or entity that is being hypnotized.,The argument 'butterfly' does not have any relevant properties for the predicate 'hypnotize'.,"The argument 'butterfly' does not fit the ARG0 role for the predicate 'hypnotize' because it is not a person or entity that can be hypnotized. The ARG0 role is typically used for the person or entity that is being acted upon by the action of the verb, and 'butterfly' is not a person or entity that can be hypnotized. Therefore, the argument 'butterfly' does not fit the ARG0 role for the predicate 'hypnotize'."
hypnotize,butterfly,ARG1,The ARG1 role should have the properties of being the person or entity that is being hypnotized.,The argument 'butterfly' does not have any relevant properties for the predicate 'hypnotize'.,"The argument 'butterfly' does not fit the ARG1 role for the predicate 'hypnotize' because it is not a person or entity that can be hypnotized. The ARG1 role requires a person or entity that can be hypnotized, and a butterfly is not capable of being hypnotized. Therefore, the argument 'butterfly' does not fit the ARG1 role for the predicate 'hypnotize'."
hypnotize,patient,ARG0,The ARG0 role for the predicate 'hypnotize' should have the properties of being the person or entity that is being hypnotized.,The argument 'patient' has the properties of being the person or entity that is being hypnotized.,The argument 'patient' fits the ARG0 role for the predicate 'hypnotize' because it is the person or entity that is being hypnotized.
hypnotize,patient,ARG1,The ARG1 role should have the properties of being the person or entity that is being hypnotized.,The argument 'patient' has the properties of being the person or entity that is being hypnotized.,The argument 'patient' fits the ARG1 role for the predicate 'hypnotize' because it is the person or entity that is being hypnotized.
hypnotize,pendulum,ARG0,The ARG0 role for the predicate 'hypnotize' should have the properties of being the person or entity that is being hypnotized.,The argument 'pendulum' has the property of being a tool or instrument used in the process of hypnotizing.,The argument 'pendulum' fits the ARG0 role for the predicate 'hypnotize' because it is the tool or instrument used in the process of hypnotizing.
hypnotize,pendulum,ARG1,The ARG1 role should have the properties of being the person or entity that is being hypnotized.,The argument 'pendulum' has the property of being a physical object that can be used to create a hypnotic state in a person.,"The argument 'pendulum' fits the ARG1 role for the predicate 'hypnotize' because it is the object of the action being performed by the subject, and it is the object that is being hypnotized."
hypnotize,psychoanalyst,ARG0,The ARG0 role for the predicate 'hypnotize' should have the properties of being the person or entity that is being hypnotized.,"The argument 'psychoanalyst' has the property of being a person who is knowledgeable about and skilled in the practice of psychoanalysis, which is a therapeutic technique used to treat mental disorders.","The argument 'psychoanalyst' does not fit the ARG0 role for the predicate 'hypnotize' because the role requires a person who is being hypnotized, not a person who is knowledgeable about and skilled in the practice of psychoanalysis."
hypnotize,psychoanalyst,ARG1,The ARG1 role should have the properties of being the person or entity that is being hypnotized.,"The argument 'psychoanalyst' has the property of being a person who is trained to analyze and understand the subconscious mind and behavior of others, which is relevant to the predicate 'hypnotize' as it involves the use of hypnosis to access and manipulate the subconscious mind.","The argument 'psychoanalyst' fits the ARG1 role for the predicate 'hypnotize' because it is a person who is trained to analyze and understand the subconscious mind and behavior of others, which is relevant to the use of hypnosis to access and manipulate the subconscious mind."
hypnotize,volunteer,ARG0,The ARG0 role for the predicate 'hypnotize' should have the properties of being the person or entity that is being hypnotized.,The argument 'volunteer' has the property of being the person or entity that is being hypnotized.,The argument 'volunteer' fits the ARG0 role for the predicate 'hypnotize' because it is the person or entity that is being hypnotized.
hypnotize,volunteer,ARG1,The ARG1 role should have the properties of being the person or entity that is being hypnotized.,The argument 'volunteer' has the property of being the person or entity that is being hypnotized.,The argument 'volunteer' fits the ARG1 role for the predicate 'hypnotize' because it is the person or entity that is being hypnotized.
identify,jewelry,ARG0,The ARG0 role for the predicate 'identify' should have the properties of being the subject of the sentence and the entity that is being identified.,The argument 'jewelry' has the properties of being the object of the sentence and the entity that is being identified.,The argument 'jewelry' will fit the ARG0 role for the predicate 'identify' because it is the entity that is being identified.
identify,jewelry,ARG1,"The ARG1 role for the predicate 'identify' should have the properties of being the entity that is being identified, and the entity should be the subject of the sentence.",The argument 'jewelry' has the property of being the object of the predicate 'identify'.,"The argument 'jewelry' will fit the ARG1 role for the predicate 'identify' because it is the object of the predicate, which means it is the thing that is being identified. In the sentence ""The jewelry was identified as being stolen,"" the word ""jewelry"" is the object of the verb ""identified,"" and it is the thing that is being identified as being stolen."
identify,jogger,ARG0,The ARG0 role for the predicate 'identify' should have the properties of being the subject of the sentence and the entity that is being identified.,The argument 'jogger' has the properties of being a person who is engaged in the activity of jogging.,"The argument 'jogger' fits the ARG0 role for the predicate 'identify' because it is the entity that is being identified. In the sentence ""The jogger identified himself as John,"" the jogger is the subject of the sentence and is being identified as John."
