predicate,argument,role_type,sentence 1,sub-fit score 1,sentence 2,sub-fit score 2,sentence 3,sub-fit score 3,sentence 4,sub-fit score 4,sentence 5,sub-fit score 5,actual_fit,exp_fit
instruct,janitor,ARG1,The janitor instructed the students on how to clean the classroom.,0.75,The teacher instructed the janitor on how to properly clean the school.,0.75,The principal instructed the janitor on how to maintain the school's facilities.,0.75,The janitor instructed the students on how to properly use the school's equipment.,0.75,The janitor instructed the students on how to properly dispose of trash in the school.,0.75,3.9,0.75
instruct,judge,ARG0,The judge instructed the jury to deliberate carefully.,0.75,,0.75,,0.75,,0.75,,0.75,5.3,0.75
instruct,judge,ARG1,The judge instructed the jury to deliberate carefully.,0.75,,0.75,,0.75,,0.75,,0.75,1.7,0.75
instruct,jury,ARG0,The jury was instructed to deliberate on the case.,0.75,The jury was instructed to consider the evidence presented.,0.75,The jury was instructed to make a decision based on the evidence.,0.75,The jury was instructed to follow the instructions of the judge.,0.75,The jury was instructed to act in accordance with the law.,0.75,3.2,0.75
instruct,jury,ARG1,The judge instructed the jury to consider all the evidence presented in the trial.,0.75,The lawyer instructed the jury to disregard the testimony of the prosecution's witnesses.,0.75,The judge instructed the jury to focus on the credibility of the defense's witnesses.,0.75,The prosecutor instructed the jury to consider the severity of the crime committed by the defendant.,0.75,The judge instructed the jury to weigh the evidence and make a fair and impartial decision.,0.75,3.9,0.75
instruct,novice,ARG0,The instructor instructed the novice to follow the instructions carefully.,0.75,The novice was instructed by the instructor to complete the task.,0.75,The instructor instructed the novice to take a break and rest.,0.75,The novice was instructed by the instructor to ask for help if needed.,0.75,The instructor instructed the novice to be patient and not to rush.,0.75,1.6,0.75
instruct,novice,ARG1,The instructor instructed the novice to follow the instructions carefully.,0.75,The novice was instructed by the instructor to complete the task.,0.75,The instructor instructed the novice to take a break and rest.,0.75,The novice was instructed by the instructor to ask for help if needed.,0.75,The instructor instructed the novice to be patient and not to rush.,0.75,5.3,0.75
instruct,player,ARG0,The coach instructed the player to practice their shooting technique.,0.75,,0.75,,0.75,,0.75,,0.75,3.7,0.75
instruct,player,ARG1,The coach instructed the player to practice their shooting technique.,0.75,,0.75,,0.75,,0.75,,0.75,6.6,0.75
instruct,professor,ARG0,The professor instructed the students on how to solve the problem.,0.75,The professor instructed the students to complete the assignment.,0.75,The professor instructed the students to attend the lecture.,0.75,The professor instructed the students to read the textbook.,0.75,The professor instructed the students to participate in the discussion.,0.75,6.8,0.75
instruct,professor,ARG1,The professor instructed the students on how to solve the problem.,0.75,The professor instructed the students to complete the assignment.,0.75,The professor instructed the students to attend the lecture.,0.75,The professor instructed the students to read the textbook.,0.75,The professor instructed the students to participate in the discussion.,0.75,1.9,0.75
instruct,student,ARG0,The teacher instructed the student to complete the assignment.,0.75,The student was instructed by the teacher to attend the meeting.,0.75,The student was instructed by the teacher to read the book.,0.75,The teacher instructed the student to practice the piano.,0.75,The student was instructed by the teacher to take a break.,0.75,2.6,0.75
instruct,student,ARG1,The teacher instructed the student to complete the assignment.,0.75,The student was instructed by the teacher to attend the meeting.,0.75,The student was instructed by the teacher to read the book.,0.75,The teacher instructed the student to practice the piano.,0.75,The student was instructed by the teacher to take a break.,0.75,6.2,0.75
instruct,trainee,ARG0,The instructor instructed the trainee to complete the task.,0.75,The trainee was instructed by the instructor to attend the meeting.,0.75,The instructor instructed the trainee to read the manual before starting the project.,0.75,The trainee was instructed by the instructor to follow the procedure for submitting the report.,0.75,The instructor instructed the trainee to take a break and recharge before continuing with the project.,0.75,1.7,0.75
instruct,trainee,ARG1,The instructor instructed the trainee to complete the task.,0.75,The trainee was instructed by the instructor to attend the meeting.,0.75,The instructor instructed the trainee to read the manual before starting the project.,0.75,The trainee was instructed by the instructor to follow the procedure for handling the equipment.,0.75,The instructor instructed the trainee to practice the new skill until it was mastered.,0.75,6.2,0.75
interrogate,culprit,ARG0,Who is the culprit?,0.75,What is the culprit?,0.75,Which culprit is responsible?,0.75,Who is to blame?,0.75,What is the reason for the culprit?,0.75,2,0.75
interrogate,culprit,ARG1,Who is the culprit?,0.75,What is the culprit?,0.75,Which culprit is responsible?,0.75,Who is to blame?,0.75,What is the reason for the culprit's actions?,0.75,5.4,0.75
interrogate,inspector,ARG0,The inspector interrogated the suspect about the crime.,0.75,The inspector interrogated the witness to gather information.,0.75,The inspector interrogated the suspect to determine his alibi.,0.75,The inspector interrogated the victim to understand the motive.,0.75,The inspector interrogated the suspect to gather evidence.,0.75,6.3,0.75
interrogate,inspector,ARG1,The inspector interrogated the suspect about the crime.,0.75,The inspector interrogated the witness to gather information.,0.75,The inspector interrogated the suspect to determine his guilt.,0.75,The inspector interrogated the witness to verify the evidence.,0.75,The inspector interrogated the suspect to obtain a confession.,0.75,1.6,0.75
interrogate,police,ARG0,What did the police interrogate the suspect about?,0.75,What did the police interrogate the witness about?,0.75,What did the police interrogate the victim about?,0.75,What did the police interrogate the suspect for?,0.75,What did the police interrogate the witness for?,0.75,6.3,0.75
interrogate,police,ARG1,What did the police interrogate the suspect about?,0.75,What did the police interrogate the witness about?,0.75,What did the police interrogate the victim about?,0.75,What did the police interrogate the suspect for?,0.75,What did the police interrogate the witness for?,0.75,2.1,0.75
interrogate,prisoner,ARG0,Who interrogated the prisoner?,0.75,What did the prisoner say during the interrogation?,0.75,Why was the prisoner interrogated?,0.75,How long did the interrogation last?,0.75,,0.75,1.7,0.75
interrogate,prisoner,ARG1,Who interrogated the prisoner?,0.75,What did the prisoner say during the interrogation?,0.75,Why was the prisoner interrogated?,0.75,How long did the interrogation last?,0.75,,0.75,5.1,0.75
interrogate,suspect,ARG0,Who do you suspect?,0.75,What do you suspect?,0.75,Whom do you suspect?,0.75,Which suspect do you have?,0.75,Whose suspect are you referring to?,0.75,1.7,0.75
interrogate,suspect,ARG1,Who do you suspect?,0.75,What do you suspect?,0.75,Whom do you suspect?,0.75,Which suspect do you have?,0.75,Whose suspect are you referring to?,0.75,5.8,0.75
interrogate,warden,ARG0,Who is the warden of this prison?,0.75,What is the name of the warden?,0.75,What is the warden's job?,0.75,,0.75,,0.75,5.4,0.75
interrogate,warden,ARG1,The warden interrogated the suspect about the crime.,0.75,The warden interrogated the witness about the events.,0.75,The warden interrogated the victim about their whereabouts.,0.75,The warden interrogated the suspect about their alibi.,0.75,The warden interrogated the witness about the suspect's movements.,0.75,2.1,0.75
interview,applicant,ARG0,The interviewer interviewed the applicant for the job.,0.75,The applicant was interviewed by the interviewer for the job.,0.75,The interviewer interviewed the applicant for the position.,0.75,The applicant was interviewed by the interviewer for the position.,0.75,The interviewer interviewed the applicant for the opportunity.,0.75,1.6,0.75
interview,applicant,ARG1,The interviewer interviewed the applicant for the job.,0.75,The applicant was interviewed by the interviewer for the job.,0.75,The interviewer interviewed the applicant for the position.,0.75,The applicant was interviewed by the interviewer for the position.,0.75,The interviewer interviewed the applicant for the opportunity.,0.75,6.6,0.75
interview,athlete,ARG0,The interviewer interviewed the athlete about their training methods.,0.75,The athlete interviewed the interviewer about their career goals.,0.75,The interviewer interviewed the athlete about their favorite sports.,0.75,The athlete interviewed the interviewer about their favorite sports.,0.75,The interviewer interviewed the athlete about their favorite sports.,0.75,2.3,0.75
interview,athlete,ARG1,The interviewer interviewed the athlete about their training methods.,0.75,The athlete interviewed the interviewer about their upcoming competition.,0.75,The interviewer interviewed the athlete about their personal life.,0.75,The athlete interviewed the interviewer about their favorite food.,0.75,The interviewer interviewed the athlete about their favorite hobby.,0.75,6.1,0.75
interview,candidate,ARG0,The interviewer interviewed the candidate for the job.,1.0,The candidate was interviewed by the interviewer for the job.,1.0,The candidate interviewed the interviewer for the job.,0.75,The interviewer interviewed the candidate for the job.,1.0,The candidate interviewed the interviewer for the job.,0.75,2.6,0.9
interview,candidate,ARG1,The interviewer interviewed the candidate for the job.,0.75,The candidate was interviewed by the interviewer for the job.,0.75,The candidate interviewed the interviewer for the job.,0.75,The interviewer interviewed the candidate for the job.,0.75,The candidate interviewed the interviewer for the job.,0.75,6.6,0.75
interview,dancer,ARG0,The interviewer interviewed the dancer.,0.75,The dancer was interviewed by the interviewer.,0.75,The interviewer interviewed the dancer for the job.,0.75,The dancer was interviewed by the interviewer for the job.,0.75,The interviewer interviewed the dancer for the dance performance.,0.75,2.1,0.75
interview,dancer,ARG1,The interviewer interviewed the dancer.,0.75,The dancer was interviewed by the interviewer.,0.75,The interviewer interviewed the dancer for the job.,0.75,The dancer was interviewed by the interviewer for the job.,0.75,The interviewer interviewed the dancer for the dance performance.,0.75,4.3,0.75
interview,housewife,ARG0,The housewife interviewed the candidate for the job.,0.75,The candidate was interviewed by the housewife for the job.,0.75,The housewife interviewed the candidate for the job position.,0.75,The candidate was interviewed by the housewife for the job position.,0.75,The housewife interviewed the candidate for the job opportunity.,0.75,1.8,0.75
interview,housewife,ARG1,The housewife interviewed the candidate for the job.,0.75,The candidate was interviewed by the housewife for the job.,0.75,The housewife interviewed the candidate for the job position.,0.75,The candidate was interviewed by the housewife for the job position.,0.75,The housewife interviewed the candidate for the job opportunity.,0.75,1.9,0.75
interview,newspaper,ARG0,The newspaper interviewed the candidate for the job.,0.75,The candidate was interviewed by the newspaper for the job.,0.75,The newspaper interviewed the candidate for the job position.,0.75,The candidate was interviewed by the newspaper for the job position.,0.75,The newspaper interviewed the candidate for the job opportunity.,0.75,4.1,0.75
interview,newspaper,ARG1,The newspaper interviewed the candidate for the job.,0.75,The candidate was interviewed by the newspaper for the job.,0.75,The newspaper interviewed the candidate for the job position.,0.75,The candidate was interviewed by the newspaper for the job position.,0.75,The newspaper interviewed the candidate for the job opportunity.,0.75,1.5,0.75
interview,performer,ARG0,The performer interviewed the candidate.,0.75,The candidate was interviewed by the performer.,0.75,The performer interviewed the candidate for the job.,0.75,The candidate was interviewed by the performer for the job.,0.75,The performer interviewed the candidate for a position at the company.,0.75,2,0.75
interview,performer,ARG1,The performer interviewed the candidate for the job.,0.75,The interviewer interviewed the candidate for the job.,0.75,The candidate interviewed the employer for the job.,0.75,The candidate interviewed the interviewer for the job.,0.75,The interviewer interviewed the candidate for the job.,0.75,6.2,0.75
interview,reporter,ARG0,The reporter interviewed the CEO of the company.,0.75,The reporter interviewed the candidate for the job.,0.75,The reporter interviewed the witness in the trial.,0.75,The reporter interviewed the expert on the topic.,0.75,The reporter interviewed the victim of the crime.,0.75,6.8,0.75
interview,reporter,ARG1,The reporter interviewed the CEO of the company.,0.75,The reporter interviewed the candidate for the job.,0.75,The reporter interviewed the witness in the trial.,0.75,The reporter interviewed the expert on the topic.,0.75,The reporter interviewed the victim of the crime.,0.75,2.7,0.75
investigate,auditor,ARG0,The auditor investigated the company's financial records.,0.75,The auditor investigated the company's accounting practices.,0.75,The auditor investigated the company's tax compliance.,0.75,The auditor investigated the company's internal controls.,0.75,The auditor investigated the company's risk management procedures.,0.75,6.2,0.75
investigate,auditor,ARG1,The auditor investigated the company's financial records.,0.75,The auditor investigated the company's accounting practices.,0.75,The auditor investigated the company's tax compliance.,0.75,The auditor investigated the company's internal controls.,0.75,The auditor investigated the company's risk management procedures.,0.75,2.2,0.75
investigate,crime,ARG0,The police are investigating the crime.,0.75,The FBI is investigating the murder.,0.75,The detective is investigating the theft.,0.75,The forensic scientist is investigating the evidence.,0.75,,0.75,1.2,0.75
investigate,crime,ARG1,The police are investigating the crime.,0.75,The FBI is investigating the murder.,0.75,The detective is investigating the theft.,0.75,,0.75,,0.75,6.6,0.75
investigate,detective,ARG0,The detective investigated the crime scene to gather evidence.,0.75,The detective investigated the suspect's alibi to determine their whereabouts at the time of the crime.,0.75,The detective investigated the victim's background to identify potential motives for the crime.,0.75,The detective investigated the suspect's movements to determine if they had any connection to the crime.,0.75,The detective investigated the crime scene to determine if there were any signs of foul play.,0.75,6.4,0.75
investigate,detective,ARG1,The detective investigated the crime scene to gather evidence.,0.75,The detective investigated the suspect's alibi to determine their whereabouts at the time of the crime.,0.75,The detective investigated the victim's background to identify potential motives for the crime.,0.75,The detective investigated the suspect's movements to determine if they had any connection to the crime.,0.75,The detective investigated the crime scene to determine if there were any signs of foul play.,0.75,1.9,0.75
investigate,gangster,ARG0,The police are investigating the gangster who robbed the bank.,0.75,The FBI is investigating the gangster who killed the witness.,0.75,The local police are investigating the gangster who stole the car.,0.75,The gangster who killed the witness is being investigated by the FBI.,0.75,The gangster who robbed the bank is being investigated by the local police.,0.75,3.5,0.75
investigate,gangster,ARG1,The police are investigating the gangster who robbed the bank.,0.75,The FBI is investigating the gangster who killed the witness.,0.75,The local police are investigating the gangster who was involved in the drug trade.,0.75,The gangster who was arrested for the murder is being investigated by the police.,0.75,The gangster who was responsible for the kidnapping is being investigated by the FBI.,0.75,6.4,0.75
investigate,punk,ARG0,The police are investigating the punk who robbed the bank.,0.75,The FBI is investigating the punk who killed the witness.,0.75,The local police are investigating the punk who vandalized the park.,0.75,The punk who stole the car is being investigated by the police.,0.75,The punk who assaulted the victim is being investigated by the authorities.,0.75,1.9,0.75
investigate,punk,ARG1,The police are investigating the punk who robbed the bank.,0.75,The FBI is investigating the punk who killed the witness.,0.75,The local police are investigating the punk who vandalized the park.,0.75,The punk who stole the car is being investigated by the police.,0.75,The punk who assaulted the victim is being investigated by the authorities.,0.75,4.2,0.75
investigate,suspect,ARG0,The police are investigating the suspect in the murder case.,0.75,The FBI is investigating the suspect in the terrorist attack.,0.75,The company is investigating the suspect in the fraud case.,0.75,The school is investigating the suspect in the cheating scandal.,0.75,The government is investigating the suspect in the corruption case.,0.75,2.4,0.75
investigate,suspect,ARG1,The police are investigating the suspect in the murder case.,0.75,The FBI is investigating the suspect in the terrorist attack.,0.75,The detective is investigating the suspect in the theft case.,0.75,The forensic scientist is investigating the suspect in the drug trafficking case.,0.75,The journalist is investigating the suspect in the corruption scandal.,0.75,6.4,0.75
investigate,theft,ARG0,The police are investigating the theft of the valuable painting.,0.75,The FBI is investigating the theft of the stolen car.,0.75,The company is investigating the theft of the sensitive data.,0.75,The government is investigating the theft of the national security documents.,0.75,The media is investigating the theft of the confidential information.,0.75,1.2,0.75
investigate,theft,ARG1,The police are investigating the theft of the valuable painting.,0.75,The FBI is investigating the theft of the stolen car.,0.75,The company is investigating the theft of the sensitive data.,0.75,The government is investigating the theft of the national security documents.,0.75,The media is investigating the theft of the confidential information.,0.75,6.8,0.75
invite,buddy,ARG0,I invited my buddy to the party.,0.75,,0.75,My buddy was thrilled to receive the invitation and couldn't wait to attend the party.,0.75,,0.75,"I'm so glad I invited my buddy to the party, it was a night to remember.",0.75,6.5,0.75
invite,buddy,ARG1,I invited my buddy to the party.,0.75,,0.75,,0.75,,0.75,The friend invited the other friend to the movie.,0.75,6.3,0.75
invite,friend,ARG0,I invited my friend to the party.,0.75,,0.75,,0.75,,0.75,,0.75,6.6,0.75
invite,friend,ARG1,I invited my friend to the party.,0.75,,0.75,,0.75,,0.75,,0.75,6.4,0.75
invite,guest,ARG0,I invited my friend to the party.,0.75,The guest was invited to the party.,1.0,The host invited the guest to the party.,1.0,The guest was invited by the host to the party.,1.0,The host invited the guest to the party by email.,0.75,1.9,0.9
invite,guest,ARG1,I invited my friend to the party.,0.75,The host invited the guests to the reception.,0.75,The teacher invited the students to the school play.,0.75,The CEO invited the investors to the board meeting.,0.75,The chef invited the customers to the restaurant's grand opening.,0.75,6.4,0.75
invite,host,ARG0,,0.75,The host invited the guests to the reception.,0.75,The CEO invited the board members to the meeting.,0.75,The teacher invited the students to the school play.,0.75,The boss invited the employees to the company picnic.,0.75,6.5,0.75
invite,host,ARG1,The host invited the guests to the party.,0.75,The guests were invited by the host to the party.,0.75,"The host invited the guests to the party, but they declined.",0.75,"The guests were invited to the party by the host, but they didn't show up.",0.75,"The host invited the guests to the party, but they didn't respond.",0.75,2.2,0.75
invite,organizer,ARG0,The organizer invited the guests to the party.,0.75,The guests were invited by the organizer to the party.,0.75,,0.75,The guests were invited to the party by the organizer.,0.75,"The organizer invited the guests to the party, and they all attended.",0.75,5,0.75
invite,organizer,ARG1,The organizer invited the guests to the party.,0.75,The guests were invited by the organizer to the party.,0.75,,0.75,The guests were invited to the party by the organizer.,0.75,"The organizer invited the guests to the party, and they all attended.",0.75,3.4,0.75
invite,relative,ARG0,I invited my relative to the party.,0.75,The relative invited me to the party.,0.75,The relative invited the guest to the party.,0.75,The guest invited the relative to the party.,0.75,The party was invited by the relative.,0.75,5.8,0.75
invite,relative,ARG1,I invited my relative to the party.,0.75,The relative invited me to the party.,0.75,The relative invited the guest to the party.,0.75,The guest invited the relative to the party.,0.75,The party was invited by the relative.,0.75,6,0.75
invite,visitor,ARG0,I invited my friend to visit me.,0.75,The company invited the CEO to speak at the conference.,0.75,,0.75,,0.75,The government invited the foreign dignitaries to attend the summit.,0.75,1.9,0.75
invite,visitor,ARG1,I invited my friend to visit me.,0.75,The company invited the CEO to speak at the conference.,0.75,,0.75,,0.75,The government invited the foreign dignitaries to attend the summit.,0.75,5.5,0.75
involve,instructor,ARG0,The instructor involved in the course was very knowledgeable.,0.75,The instructor involved in the project was very experienced.,0.75,The instructor involved in the training was very patient.,0.75,The instructor involved in the presentation was very enthusiastic.,0.75,The instructor involved in the research was very thorough.,0.75,5.2,0.75
involve,instructor,ARG1,The instructor involved in the course design was responsible for creating the curriculum.,0.75,The instructor involved in the project was responsible for leading the team.,0.75,The instructor involved in the research was responsible for analyzing the data.,0.75,The instructor involved in the teaching was responsible for delivering the lessons.,0.75,The instructor involved in the evaluation was responsible for assessing the students' performance.,0.75,3.4,0.75
involve,lieutenant,ARG0,The lieutenant involved in the investigation was a young and ambitious officer.,0.75,The lieutenant involved in the rescue mission was a seasoned veteran.,0.75,The lieutenant involved in the battle was a skilled strategist.,0.75,The lieutenant involved in the negotiations was a charismatic leader.,0.75,The lieutenant involved in the training exercise was a tough and demanding drill sergeant.,0.75,4,0.75
involve,lieutenant,ARG1,The lieutenant involved in the investigation was a key witness.,0.75,The lieutenant involved in the rescue mission was a seasoned veteran.,0.75,The lieutenant involved in the battle was a skilled strategist.,0.75,The lieutenant involved in the protest was a passionate advocate.,0.75,The lieutenant involved in the investigation was a diligent investigator.,0.75,3.1,0.75
involve,lover,ARG0,The new movie involves a romantic relationship between the two main characters.,0.75,,0.75,,0.75,,0.75,,0.75,6.2,0.75
involve,lover,ARG1,,0.75,,0.75,,0.75,,0.75,,0.75,6.1,0.75
involve,woman,ARG0,The new project involves a woman in the design process.,0.75,The woman involved in the project is a designer.,0.75,The woman's involvement in the project is crucial to its success.,0.75,,0.75,,0.75,4.2,0.75
involve,woman,ARG1,The new project involves a woman in the design process.,0.75,The woman involved in the project is a designer.,0.75,The woman's involvement in the project is crucial to its success.,0.75,,0.75,,0.75,5.3,0.75
involve,dog,ARG0,The dog involved in the accident was rescued by the firefighters.,0.75,The dog involved in the investigation was a suspect in the theft.,0.75,The dog involved in the protest was a symbol of the animal rights movement.,0.75,The dog involved in the rescue operation was a golden retriever.,1.0,The dog involved in the training session was a border collie.,0.75,2,0.8
involve,dog,ARG1,The dog involved in the accident was rescued by the firefighters.,0.75,The dog involved in the investigation was a suspect in the theft.,0.75,The dog involved in the protest was a symbol of the animal rights movement.,0.75,The dog involved in the rescue operation was a golden retriever.,0.75,The dog involved in the training session was a border collie.,0.75,5,0.75
kick,donkey,ARG0,The donkey kicked the ball.,0.75,The donkey kicked the cat.,0.75,The donkey kicked the dog.,0.75,The donkey kicked the tree.,0.75,The donkey kicked the rock.,0.75,6.1,0.75
kick,donkey,ARG1,The donkey kicked the ball.,0.75,The donkey kicked the cat.,0.75,The donkey kicked the dog.,0.75,The donkey kicked the tree.,0.75,The donkey kicked the rock.,0.75,3.4,0.75
kick,girl,ARG0,The boy kicked the girl.,0.75,The girl kicked the ball.,1.0,,0.75,,0.75,,0.75,4.6,0.8
kick,girl,ARG1,The boy kicked the girl.,0.75,The girl kicked the ball.,1.0,,0.75,The girl kicked the cat.,0.75,,0.75,3.9,0.8
kick,janitor,ARG0,,1.0,,1.0,,1.0,,1.0,,1.0,2,1.0
kick,janitor,ARG1,,1.0,,1.0,,1.0,,1.0,,1.0,1.5,1.0
kick,punter,ARG0,The punter kicked the ball into the goal.,0.75,The punter kicked the ball out of the park.,0.75,The punter kicked the ball over the fence.,0.75,,0.75,The punter kicked the ball through the hoop.,0.75,5.4,0.75
kick,punter,ARG1,The punter kicked the ball into the goal.,0.75,The punter kicked the ball out of the park.,0.75,The punter kicked the ball over the fence.,0.75,,0.75,The punter kicked the ball through the hoop.,0.75,2.1,0.75
kick,wimp,ARG0,,1.0,,1.0,,1.0,,1.0,,1.0,1.6,1.0
kick,wimp,ARG1,,1.0,,1.0,,1.0,,1.0,,1.0,5.4,1.0
kill,assassin,ARG0,The assassin killed the president.,0.75,The president was killed by the assassin.,0.75,The assassin killed the president with a gun.,0.75,The president was killed by a bullet from the assassin's gun.,0.75,The assassin killed the president with a poisonous dart.,0.75,7,0.75
kill,assassin,ARG1,The assassin killed the president.,0.75,The president was killed by the assassin.,0.75,The assassin killed the president with a gun.,0.75,The president was killed by a bullet from the assassin's gun.,0.75,The assassin killed the president with a poisonous dart.,0.75,3.5,0.75
kill,farmer,ARG0,,0.75,The chicken was killed by the farmer.,0.75,The farmer killed the pig.,0.75,The pig was killed by the farmer.,0.75,,0.75,3.9,0.75
kill,farmer,ARG1,,0.75,The chicken was killed by the farmer.,0.75,The farmer killed the pig.,0.75,The pig was killed by the farmer.,0.75,,0.75,1.6,0.75
kill,secretary,ARG0,The killer killed the secretary.,0.75,The secretary was killed by the killer.,0.75,The killer murdered the secretary.,0.75,The secretary was murdered by the killer.,0.75,The killer assassinated the secretary.,0.75,1.2,0.75
kill,secretary,ARG1,The killer killed the secretary.,0.75,The secretary was killed by the killer.,0.75,The killer murdered the secretary.,0.75,The secretary was murdered by the killer.,0.75,The killer assassinated the secretary.,0.75,1.5,0.75
kill,victim,ARG0,The killer killed the victim.,1.0,The victim was killed by the killer.,1.0,The killer was responsible for the victim's death.,0.75,The victim's death was caused by the killer.,0.75,The killer's actions led to the victim's demise.,0.75,1.7,0.85
kill,victim,ARG1,The killer killed the victim.,1.0,The victim was killed by the killer.,1.0,The killer was responsible for the victim's death.,0.75,The victim's death was caused by the killer.,0.75,The killer's actions led to the victim's demise.,0.75,5.7,0.85
kiss,bride,ARG0,The bride kissed the groom before the wedding.,0.75,The groom kissed the bride after the wedding.,0.75,The bride kissed the groom during the wedding ceremony.,0.75,The groom kissed the bride in front of their friends and family.,1.0,The bride kissed the groom in a romantic moment after the wedding.,0.75,6.7,0.8
kiss,bride,ARG1,The bride kissed the groom before the wedding.,0.75,The groom kissed the bride after the wedding.,0.75,The bride kissed the groom during the wedding ceremony.,0.75,The groom kissed the bride in front of their friends and family.,1.0,The bride kissed the groom in a romantic moment after the wedding.,0.75,6.3,0.8
kiss,dog,ARG0,The dog kissed the cat.,0.75,,1.0,The dog kissed the dog.,1.0,The dog kissed itself.,1.0,,1.0,2.6,0.95
kiss,dog,ARG1,The dog kissed the cat.,0.75,The cat was kissed by the dog.,0.25,The dog kissed the dog.,1.0,The dog kissed itself.,1.0,,0.75,3.4,0.75
kiss,frog,ARG0,The frog kissed the princess.,0.75,The princess was kissed by the frog.,0.25,The frog kissed the frog.,1.0,The frog kissed itself.,1.0,The frog kissed the mirror.,0.75,1.2,0.75
kiss,frog,ARG1,The frog kissed the princess.,0.75,The princess was kissed by the frog.,0.25,The frog kissed the frog.,1.0,The frog kissed itself.,1.0,The frog kissed the mirror.,0.75,1.7,0.75
kiss,lover,ARG0,The lover kissed the girl.,0.75,,0.75,The lover kissed the boy.,0.75,,0.75,The lover kissed the man.,0.75,6.9,0.75
kiss,lover,ARG1,The lover kissed the girl.,0.75,The girl kissed the lover.,0.75,The lover kissed the boy.,0.75,,0.75,The lover kissed the man.,0.75,6.6,0.75
kiss,niece,ARG0,My niece kissed me on the cheek.,0.75,I kissed my niece on the forehead.,0.75,My niece gave me a kiss on the lips.,0.75,I gave my niece a kiss on the nose.,0.75,My niece and I shared a kiss.,0.75,4.9,0.75
kiss,niece,ARG1,My niece kissed me on the cheek.,0.75,I kissed my niece on the forehead.,0.75,My niece gave me a kiss on the lips.,0.75,I gave my niece a kiss on the nose.,0.75,My niece and I shared a kiss.,0.75,4.9,0.75
kiss,princess,ARG0,The princess kissed the prince.,1.0,The princess was kissed by the prince.,1.0,The princess kissed the prince with passion.,0.75,The princess was kissed by the prince with passion.,0.75,The princess kissed the prince with a passionate kiss.,0.75,5.9,0.85
kiss,princess,ARG1,The princess kissed the prince.,1.0,The princess was kissed by the prince.,1.0,The princess kissed the prince with passion.,0.75,The princess was kissed by the prince with passion.,0.75,The princess kissed the prince with a passionate kiss.,0.75,5.9,0.85
lecture,child,ARG0,The teacher gave a lecture to the child.,0.75,The lecturer spoke to the child about the topic.,0.75,The child listened to the lecture.,0.75,The child learned a lot from the lecture.,0.75,The child was fascinated by the lecture.,0.75,1.7,0.75
lecture,child,ARG1,The teacher gave a lecture to the child on the importance of studying hard.,0.75,,0.75,,0.75,The teacher gave a lecture to the child on the importance of being responsible.,0.75,,0.75,5.9,0.75
lecture,coach,ARG0,The coach gave a lecture on the importance of teamwork.,0.75,The coach lectured on the benefits of exercise.,0.75,The coach lectured on the history of the sport.,0.75,The coach lectured on the rules of the game.,0.75,The coach lectured on the importance of mental preparation.,0.75,6.1,0.75
lecture,coach,ARG1,The coach gave a lecture on the importance of teamwork.,0.75,The coach lectured on the benefits of exercise.,0.75,The coach lectured on the history of the sport.,0.75,The coach lectured on the rules of the game.,0.75,The coach lectured on the importance of mental preparation.,0.75,1.7,0.75
lecture,cop,ARG0,The professor gave a lecture on the topic of the history of philosophy.,0.75,The lecturer spoke about the importance of critical thinking in the class.,0.75,The student listened to the lecture and took notes.,0.75,The professor discussed the ethical implications of the topic in the lecture.,0.75,The student attended the lecture and learned a lot from it.,0.75,5.5,0.75
lecture,cop,ARG1,The professor gave a lecture on the topic of the history of philosophy.,0.75,The lecturer spoke about the importance of critical thinking in the class.,0.75,The student listened to the lecture and took notes on the key points.,0.75,The professor discussed the ethical implications of the new technology in the lecture.,0.75,The lecturer provided examples and illustrations to help the students understand the concepts.,0.75,3,0.75
lecture,freshman,ARG0,The professor gave a lecture to the freshman class.,0.75,The freshman class attended the lecture given by the professor.,0.75,The professor delivered a lecture to the freshman students.,0.75,The freshman students listened to the lecture given by the professor.,0.75,The professor lectured to the freshman students on the topic of the course.,0.75,1.9,0.75
lecture,freshman,ARG1,The professor gave a lecture to the freshman class.,0.75,The freshman students attended the lecture given by the professor.,0.75,The freshman students were lectured by the professor on the topic of the course.,0.75,"The freshman students were lectured by the professor on the topic of the course, and they found it to be informative.",0.75,"The freshman students were lectured by the professor on the topic of the course, and they found it to be challenging.",0.75,5.4,0.75
lecture,parent,ARG0,The parent gave a lecture on the importance of education.,0.75,The parent lectured the children on the dangers of playing with matches.,0.75,The parent lectured the students on the importance of hard work.,0.75,The parent lectured the colleagues on the benefits of teamwork.,0.75,The parent lectured the audience on the importance of perseverance.,0.75,6.9,0.75
lecture,parent,ARG1,The parent gave a lecture on the importance of education.,0.75,The parent lectured the children on the dangers of playing with matches.,0.75,The parent lectured the students on the importance of hard work.,0.75,The parent lectured the colleagues on the benefits of teamwork.,0.75,The parent lectured the audience on the importance of perseverance.,0.75,3.2,0.75
lecture,policeman,ARG0,The policeman gave a lecture on the importance of traffic laws.,0.75,"The lecturer, a policeman, spoke about the dangers of drunk driving.",0.75,The policeman delivered a lecture on the benefits of wearing a seatbelt.,0.75,,0.75,The policeman gave a lecture on the importance of following traffic signs.,0.75,5.9,0.75
lecture,policeman,ARG1,The policeman gave a lecture on the importance of traffic laws.,0.75,,0.75,,0.75,,0.75,,0.75,2.3,0.75
