predicate,argument,role_type,sentence 1,sentence 2,sentence 3,sentence 4,sentence 5
investigate,theft,ARG0,The police are investigating the theft of the valuable painting.,The FBI is investigating the theft of the stolen car.,The company is investigating the theft of the sensitive data.,The government is investigating the theft of the national security documents.,The media is investigating the theft of the confidential information.
investigate,theft,ARG1,The police are investigating the theft of the valuable painting.,The FBI is investigating the theft of the stolen car.,The company is investigating the theft of the sensitive data.,The government is investigating the theft of the national security documents.,The media is investigating the theft of the confidential information.
invite,buddy,ARG0,I invited my buddy to the party.,"The party was a great success, thanks to my buddy's invitation.",My buddy was thrilled to receive the invitation and couldn't wait to attend the party.,"The party was a blast, thanks to my buddy's infectious energy and great company.","I'm so glad I invited my buddy to the party, it was a night to remember."
invite,buddy,ARG1,I invited my buddy to the party.,The teacher invited the students to the school play.,The boss invited the employee to the company's annual meeting.,The host invited the guests to the reception.,The friend invited the other friend to the movie.
invite,friend,ARG0,I invited my friend to the party.,The host invited the guests to the party.,The invitation was sent to the guest.,The invitation was sent to the guest by the host.,The guest was invited to the party by the host.
invite,friend,ARG1,I invited my friend to the party.,The teacher invited the students to the school play.,The boss invited the employee to the company's annual meeting.,The host invited the guests to the reception.,The speaker invited the audience to participate in the Q&A session.
invite,guest,ARG0,I invited my friend to the party.,The guest was invited to the party.,The host invited the guest to the party.,The guest was invited by the host to the party.,The host invited the guest to the party by email.
invite,guest,ARG1,I invited my friend to the party.,The host invited the guests to the reception.,The teacher invited the students to the school play.,The CEO invited the investors to the board meeting.,The chef invited the customers to the restaurant's grand opening.
invite,host,ARG0,I invited my friend to the party.,The host invited the guests to the reception.,The CEO invited the board members to the meeting.,The teacher invited the students to the school play.,The boss invited the employees to the company picnic.
invite,host,ARG1,The host invited the guests to the party.,The guests were invited by the host to the party.,"The host invited the guests to the party, but they declined.","The guests were invited to the party by the host, but they didn't show up.","The host invited the guests to the party, but they didn't respond."
invite,organizer,ARG0,The organizer invited the guests to the party.,The guests were invited by the organizer to the party.,"The party was organized by the organizer, and the guests were invited.",The guests were invited to the party by the organizer.,"The organizer invited the guests to the party, and they all attended."
invite,organizer,ARG1,The organizer invited the guests to the party.,The guests were invited by the organizer to the party.,"The party was organized by the organizer, and the guests were invited.",The guests were invited to the party by the organizer.,"The organizer invited the guests to the party, and they all attended."
invite,relative,ARG0,I invited my relative to the party.,The relative invited me to the party.,The relative invited the guest to the party.,The guest invited the relative to the party.,The party was invited by the relative.
invite,relative,ARG1,I invited my relative to the party.,The relative invited me to the party.,The relative invited the guest to the party.,The guest invited the relative to the party.,The party was invited by the relative.
invite,visitor,ARG0,I invited my friend to visit me.,The company invited the CEO to speak at the conference.,The teacher invited the students to participate in the project.,The host invited the guests to enjoy the party.,The government invited the foreign dignitaries to attend the summit.
invite,visitor,ARG1,I invited my friend to visit me.,The company invited the CEO to speak at the conference.,The teacher invited the students to participate in the project.,The host invited the guests to enjoy the party.,The government invited the foreign dignitaries to attend the summit.
involve,instructor,ARG0,The instructor involved in the course was very knowledgeable.,The instructor involved in the project was very experienced.,The instructor involved in the training was very patient.,The instructor involved in the presentation was very enthusiastic.,The instructor involved in the research was very thorough.
involve,instructor,ARG1,The instructor involved in the course design was responsible for creating the curriculum.,The instructor involved in the project was responsible for leading the team.,The instructor involved in the research was responsible for analyzing the data.,The instructor involved in the teaching was responsible for delivering the lessons.,The instructor involved in the evaluation was responsible for assessing the students' performance.
involve,lieutenant,ARG0,The lieutenant involved in the investigation was a young and ambitious officer.,The lieutenant involved in the rescue mission was a seasoned veteran.,The lieutenant involved in the battle was a skilled strategist.,The lieutenant involved in the negotiations was a charismatic leader.,The lieutenant involved in the training exercise was a tough and demanding drill sergeant.
involve,lieutenant,ARG1,The lieutenant involved in the investigation was a key witness.,The lieutenant involved in the rescue mission was a seasoned veteran.,The lieutenant involved in the battle was a skilled strategist.,The lieutenant involved in the protest was a passionate advocate.,The lieutenant involved in the investigation was a diligent investigator.
involve,lover,ARG0,The new movie involves a romantic relationship between the two main characters.,The new book involves a detective solving a murder mystery.,The new restaurant involves a chef preparing a delicious meal for the customers.,The new video game involves a player exploring a fantasy world and completing quests.,The new TV show involves a group of friends navigating through the ups and downs of life.
involve,lover,ARG1,The new movie involves a romantic plot between the two leads.,The new restaurant involves a delicious meal for the hungry diners.,The new book involves a thrilling adventure for the protagonist.,The new TV show involves a suspenseful mystery for the viewers.,The new video game involves a challenging puzzle for the players.
involve,woman,ARG0,The new project involves a woman in the design process.,The woman involved in the project is a designer.,The woman's involvement in the project is crucial to its success.,The woman's input is essential to the project's success.,The woman's perspective is valuable in the project's development.
involve,woman,ARG1,The new project involves a woman in the design process.,The woman involved in the project is a designer.,The woman's involvement in the project is crucial to its success.,The woman's input is essential to the project's success.,The woman's perspective is valuable in the project's development.
involve,dog,ARG0,The dog involved in the accident was rescued by the firefighters.,The dog involved in the investigation was a suspect in the theft.,The dog involved in the protest was a symbol of the animal rights movement.,The dog involved in the rescue operation was a golden retriever.,The dog involved in the training session was a border collie.
involve,dog,ARG1,The dog involved in the accident was rescued by the firefighters.,The dog involved in the investigation was a suspect in the theft.,The dog involved in the protest was a symbol of the animal rights movement.,The dog involved in the rescue operation was a golden retriever.,The dog involved in the training session was a border collie.
kick,donkey,ARG0,The donkey kicked the ball.,The donkey kicked the cat.,The donkey kicked the dog.,The donkey kicked the tree.,The donkey kicked the rock.
kick,donkey,ARG1,The donkey kicked the ball.,The donkey kicked the cat.,The donkey kicked the dog.,The donkey kicked the tree.,The donkey kicked the rock.
kick,girl,ARG0,The boy kicked the girl.,The girl kicked the ball.,The dog kicked the cat.,The cat kicked the mouse.,The mouse kicked the cheese.
kick,girl,ARG1,The boy kicked the girl.,The girl kicked the ball.,The boy kicked the dog.,The girl kicked the cat.,The dog kicked the boy.
kick,janitor,ARG0,The janitor kicked the ball.,The janitor kicked the dog.,The janitor kicked the cat.,The janitor kicked the baby.,The janitor kicked the baby's toy.
kick,janitor,ARG1,The janitor kicked the ball.,The janitor kicked the dog.,The janitor kicked the cat.,The janitor kicked the baby.,The janitor kicked the baby's toy.
kick,punter,ARG0,The punter kicked the ball into the goal.,The punter kicked the ball out of the park.,The punter kicked the ball over the fence.,The punter kicked the ball under the basket.,The punter kicked the ball through the hoop.
kick,punter,ARG1,The punter kicked the ball into the goal.,The punter kicked the ball out of the park.,The punter kicked the ball over the fence.,The punter kicked the ball under the basket.,The punter kicked the ball through the hoop.
kick,wimp,ARG0,The wimp kicked the ball.,The wimp kicked the dog.,The wimp kicked the cat.,The wimp kicked the baby.,The wimp kicked the toy.
kick,wimp,ARG1,The wimp kicked the ball.,The wimp kicked the dog.,The wimp kicked the cat.,The wimp kicked the baby.,The wimp kicked the toy.
kill,assassin,ARG0,The assassin killed the president.,The president was killed by the assassin.,The assassin killed the president with a gun.,The president was killed by a bullet from the assassin's gun.,The assassin killed the president with a poisonous dart.
kill,assassin,ARG1,The assassin killed the president.,The president was killed by the assassin.,The assassin killed the president with a gun.,The president was killed by a bullet from the assassin's gun.,The assassin killed the president with a poisonous dart.
kill,farmer,ARG0,The farmer killed the chicken.,The chicken was killed by the farmer.,The farmer killed the pig.,The pig was killed by the farmer.,The farmer killed the cow.
kill,farmer,ARG1,The farmer killed the chicken.,The chicken was killed by the farmer.,The farmer killed the pig.,The pig was killed by the farmer.,The farmer killed the cow.
kill,secretary,ARG0,The killer killed the secretary.,The secretary was killed by the killer.,The killer murdered the secretary.,The secretary was murdered by the killer.,The killer assassinated the secretary.
kill,secretary,ARG1,The killer killed the secretary.,The secretary was killed by the killer.,The killer murdered the secretary.,The secretary was murdered by the killer.,The killer assassinated the secretary.
kill,victim,ARG0,The killer killed the victim.,The victim was killed by the killer.,The killer was responsible for the victim's death.,The victim's death was caused by the killer.,The killer's actions led to the victim's demise.
kill,victim,ARG1,The killer killed the victim.,The victim was killed by the killer.,The killer was responsible for the victim's death.,The victim's death was caused by the killer.,The killer's actions led to the victim's demise.
kiss,bride,ARG0,The bride kissed the groom before the wedding.,The groom kissed the bride after the wedding.,The bride kissed the groom during the wedding ceremony.,The groom kissed the bride in front of their friends and family.,The bride kissed the groom in a romantic moment after the wedding.
kiss,bride,ARG1,The bride kissed the groom before the wedding.,The groom kissed the bride after the wedding.,The bride kissed the groom during the wedding ceremony.,The groom kissed the bride in front of their friends and family.,The bride kissed the groom in a romantic moment after the wedding.
kiss,dog,ARG0,The dog kissed the cat.,The cat was kissed by the dog.,The dog kissed the dog.,The dog kissed itself.,The dog kissed the dog's tail.
kiss,dog,ARG1,The dog kissed the cat.,The cat was kissed by the dog.,The dog kissed the dog.,The dog kissed itself.,The dog kissed the tree.
kiss,frog,ARG0,The frog kissed the princess.,The princess was kissed by the frog.,The frog kissed the frog.,The frog kissed itself.,The frog kissed the mirror.
kiss,frog,ARG1,The frog kissed the princess.,The princess was kissed by the frog.,The frog kissed the frog.,The frog kissed itself.,The frog kissed the mirror.
kiss,lover,ARG0,The lover kissed the girl.,The girl kissed the lover.,The lover kissed the boy.,The boy kissed the lover.,The lover kissed the man.
kiss,lover,ARG1,The lover kissed the girl.,The girl kissed the lover.,The lover kissed the boy.,The boy kissed the lover.,The lover kissed the man.
kiss,niece,ARG0,My niece kissed me on the cheek.,I kissed my niece on the forehead.,My niece gave me a kiss on the lips.,I gave my niece a kiss on the nose.,My niece and I shared a kiss.
kiss,niece,ARG1,My niece kissed me on the cheek.,I kissed my niece on the forehead.,My niece gave me a kiss on the lips.,I gave my niece a kiss on the nose.,My niece and I shared a kiss.
kiss,princess,ARG0,The princess kissed the prince.,The princess was kissed by the prince.,The princess kissed the prince with passion.,The princess was kissed by the prince with passion.,The princess kissed the prince with a passionate kiss.
kiss,princess,ARG1,The princess kissed the prince.,The princess was kissed by the prince.,The princess kissed the prince with passion.,The princess was kissed by the prince with passion.,The princess kissed the prince with a passionate kiss.
lecture,child,ARG0,The teacher gave a lecture to the child.,The lecturer spoke to the child about the topic.,The child listened to the lecture.,The child learned a lot from the lecture.,The child was fascinated by the lecture.
lecture,child,ARG1,The teacher gave a lecture to the child on the importance of studying hard.,The professor gave a lecture to the students on the topic of the newest scientific discovery.,The lecturer gave a lecture to the audience on the history of the city.,The teacher gave a lecture to the child on the importance of being responsible.,The professor gave a lecture to the students on the topic of the newest scientific discovery.
lecture,coach,ARG0,The coach gave a lecture on the importance of teamwork.,The coach lectured on the benefits of exercise.,The coach lectured on the history of the sport.,The coach lectured on the rules of the game.,The coach lectured on the importance of mental preparation.
lecture,coach,ARG1,The coach gave a lecture on the importance of teamwork.,The coach lectured on the benefits of exercise.,The coach lectured on the history of the sport.,The coach lectured on the rules of the game.,The coach lectured on the importance of mental preparation.
lecture,cop,ARG0,The professor gave a lecture on the topic of the history of philosophy.,The lecturer spoke about the importance of critical thinking in the class.,The student listened to the lecture and took notes.,The professor discussed the ethical implications of the topic in the lecture.,The student attended the lecture and learned a lot from it.
lecture,cop,ARG1,The professor gave a lecture on the topic of the history of philosophy.,The lecturer spoke about the importance of critical thinking in the class.,The student listened to the lecture and took notes on the key points.,The professor discussed the ethical implications of the new technology in the lecture.,The lecturer provided examples and illustrations to help the students understand the concepts.
lecture,freshman,ARG0,The professor gave a lecture to the freshman class.,The freshman class attended the lecture given by the professor.,The professor delivered a lecture to the freshman students.,The freshman students listened to the lecture given by the professor.,The professor lectured to the freshman students on the topic of the course.
lecture,freshman,ARG1,The professor gave a lecture to the freshman class.,The freshman students attended the lecture given by the professor.,The freshman students were lectured by the professor on the topic of the course.,"The freshman students were lectured by the professor on the topic of the course, and they found it to be informative.","The freshman students were lectured by the professor on the topic of the course, and they found it to be challenging."
lecture,parent,ARG0,The parent gave a lecture on the importance of education.,The parent lectured the children on the dangers of playing with matches.,The parent lectured the students on the importance of hard work.,The parent lectured the colleagues on the benefits of teamwork.,The parent lectured the audience on the importance of perseverance.
lecture,parent,ARG1,The parent gave a lecture on the importance of education.,The parent lectured the children on the dangers of playing with matches.,The parent lectured the students on the importance of hard work.,The parent lectured the colleagues on the benefits of teamwork.,The parent lectured the audience on the importance of perseverance.
lecture,policeman,ARG0,The policeman gave a lecture on the importance of traffic laws.,"The lecturer, a policeman, spoke about the dangers of drunk driving.",The policeman delivered a lecture on the benefits of wearing a seatbelt.,"The lecturer, a policeman, explained the consequences of speeding.",The policeman gave a lecture on the importance of following traffic signs.
lecture,policeman,ARG1,The policeman gave a lecture on the importance of traffic laws.,The lecturer gave a lecture on the history of the city.,The teacher gave a lecture on the basics of algebra.,The professor gave a lecture on the latest developments in computer science.,The lecturer gave a lecture on the benefits of meditation.
lecture,student,ARG0,The professor gave a lecture to the students.,The students listened to the lecture given by the professor.,The professor delivered a lecture to the students.,The students attended the lecture given by the professor.,The professor lectured to the students.
lecture,student,ARG1,The professor gave a lecture to the students.,The students listened to the lecture given by the professor.,The professor delivered a lecture to the students on the topic of the history of science.,The students attended the lecture given by the professor on the topic of the history of science.,The professor gave a lecture to the students on the topic of the history of science.
lecture,teacher,ARG0,The teacher gave a lecture on the topic of the history of art.,The teacher lectured on the importance of teamwork in the workplace.,The teacher lectured on the benefits of exercise for mental health.,The teacher lectured on the impact of social media on society.,The teacher lectured on the importance of critical thinking in problem-solving.
lecture,teacher,ARG1,The teacher gave a lecture on the topic of the history of art.,The teacher lectured on the importance of teamwork in the workplace.,The teacher lectured on the benefits of exercise for mental health.,The teacher lectured on the impact of social media on society.,The teacher lectured on the importance of critical thinking in problem-solving.
lecture,teenager,ARG0,The teacher gave a lecture to the teenager on the importance of studying for exams.,The lecturer spoke to the teenager about the impact of social media on mental health.,The professor lectured the teenager on the history of the Renaissance.,The teacher lectured the teenager on the principles of effective communication.,The lecturer lectured the teenager on the benefits of volunteering in the community.
lecture,teenager,ARG1,The teacher gave a lecture to the teenager on the importance of studying for exams.,The lecturer spoke to the teenager about the impact of social media on mental health.,The professor lectured the teenager on the history of the Renaissance.,The teacher lectured the teenager on the principles of effective communication.,The lecturer lectured the teenager on the benefits of volunteering in the community.
lift,bellboy,ARG0,The bellboy lifted the luggage onto the lift.,The lift lifted the luggage to the top floor.,The bellboy lifted the luggage down from the lift.,The lift lifted the luggage to the ground floor.,The bellboy lifted the luggage up to the top floor.
lift,bellboy,ARG1,The bellboy lifted the luggage onto the lift.,The lift lifted the luggage to the top floor.,The bellboy lifted the luggage down from the lift.,The lift lifted the luggage to the ground floor.,The bellboy lifted the luggage up to the top floor.
lift,bricks,ARG0,The bricks were lifted by the crane.,The crane lifted the bricks.,The bricks were lifted by the crane and placed in the wall.,The crane lifted the bricks and placed them in the wall.,The bricks were lifted by the crane and used to build the wall.
lift,bricks,ARG1,The bricks were lifted by the crane.,The crane lifted the bricks.,The bricks were lifted by the crane and placed in the wall.,The crane lifted the bricks and placed them in the wall.,The bricks were lifted by the crane and used to build the wall.
lift,infant,ARG0,The lift lifted the infant up to the second floor.,The infant was lifted by the lift to the second floor.,The lift carried the infant up to the second floor.,The infant was carried by the lift to the second floor.,The lift took the infant up to the second floor.
lift,infant,ARG1,The lift lifted the infant up to the second floor.,The infant was lifted by the lift to the second floor.,The lift lifted the infant to the second floor by the stairs.,The infant was lifted by the lift to the second floor by the stairs.,The lift lifted the infant to the second floor by the elevator.
lift,kitten,ARG0,The kitten lifted the box.,The kitten lifted the cat.,The kitten lifted the dog.,The kitten lifted the baby.,The kitten lifted the toy.
lift,kitten,ARG1,The kitten lifted the box.,The kitten lifted the cat.,The kitten lifted the dog.,The kitten lifted the baby.,The kitten lifted the toy.
lift,puppy,ARG0,The puppy lifted its paw.,The puppy lifted its tail.,The puppy lifted its nose.,The puppy lifted its ears.,The puppy lifted its eyes.
lift,puppy,ARG1,The puppy was lifted by the dog.,The dog lifted the puppy.,The puppy was lifted by the cat.,The cat lifted the puppy.,The puppy was lifted by the mouse.
lift,workers,ARG0,The workers lift the heavy load.,The workers lift the box to the top floor.,The workers lift the car to the parking lot.,The workers lift the heavy load to the top floor.,The workers lift the car to the parking lot.
lift,workers,ARG1,The workers lifted the heavy load with ease.,The lift was operated by the workers.,The workers were responsible for lifting the load.,"The lift was operated by the workers, who were skilled at their job.",The workers were able to lift the heavy load with ease due to their strength and endurance.
love,girl,ARG0,I love my girlfriend.,He loves his girlfriend.,She loves her boyfriend.,They love each other.,I love my dog.
love,girl,ARG1,I love my girlfriend.,He loves his girlfriend.,She loves her boyfriend.,They love each other.,I love my dog.
love,grandmother,ARG0,I love my grandmother.,My grandmother is the one I love.,I am in love with my grandmother.,My grandmother is the love of my life.,I will always love my grandmother.
love,grandmother,ARG1,I love my grandmother.,My grandmother is the one I love.,I am in love with my grandmother.,My grandmother is the love of my life.,I will always love my grandmother.
love,husband,ARG0,I love my husband.,She loves her husband.,He loves his wife.,They love each other.,The love between them is unbreakable.
love,husband,ARG1,I love my husband.,She loves her husband.,He loves his wife.,They love each other.,The love between them is unbreakable.
love,teacher,ARG0,I love my teacher.,She loves her students.,He loves his job.,They love their family.,We love our country.
love,teacher,ARG1,I love my teacher.,She loves her students.,He loves his job.,They love their family.,We love our country.
love,textbook,ARG0,I love reading my textbook.,She loves reading her textbook.,He loves reading his textbook.,We love reading our textbooks.,They love reading their textbooks.
love,textbook,ARG1,I love reading my textbook.,My textbook is my favorite thing to love.,I love the way my textbook explains things.,I love the way my textbook makes me feel.,I love the way my textbook helps me learn.
marry,bride,ARG0,John married Mary.,The bride married John.,Mary married the groom.,The groom married the bride.,John married his bride.
marry,bride,ARG1,John married Mary.,The bride married the groom.,The groom married the bride.,The bride and groom married each other.,Mary married John.
marry,contestant,ARG0,The contestant married the winner.,The winner married the contestant.,The contestant married the runner-up.,The runner-up married the contestant.,The contestant married the loser.
marry,contestant,ARG1,The contestant married the winner of the competition.,The winner of the competition married the contestant.,The contestant married the person who won the competition.,The person who won the competition married the contestant.,The contestant married the person who was declared the winner of the competition.
marry,minister,ARG0,The minister married the bride.,The bride married the minister.,The minister married the groom.,The groom married the minister.,The minister married the bride and groom.
marry,minister,ARG1,The minister married the bride.,The bride married the minister.,The minister married the groom.,The groom married the minister.,The minister married the bride and groom.
marry,priest,ARG0,The priest married the couple.,The couple was married by the priest.,The priest married the bride and groom.,The bride and groom were married by the priest.,The priest married the bride and groom in a beautiful ceremony.
marry,priest,ARG1,The priest married the couple.,The couple was married by the priest.,The priest married the bride and groom.,The bride and groom were married by the priest.,The priest married the bride and groom in a beautiful ceremony.
marry,teenager,ARG0,I married a teenager.,She married a teenager.,He married a teenager.,They married a teenager.,Marrying a teenager is illegal.
marry,teenager,ARG1,The teenager married the young man.,The young man married the teenager.,The teenager married the boy.,The boy married the teenager.,The teenager married the young woman.
overthrow,dictator,ARG0,The people overthrew the dictator.,The dictator was overthrown by the people.,The dictator was overthrown in a popular uprising.,The dictator was overthrown by a group of rebels.,The dictator was overthrown in a coup d'etat.
overthrow,dictator,ARG1,The people overthrew the dictator.,The dictator was overthrown by the people.,The dictator was overthrown in a popular uprising.,The dictator was overthrown by a group of rebels.,The dictator was overthrown in a coup d'etat.
overthrow,government,ARG0,The people overthrew the corrupt government.,The military overthrew the tyrannical government.,The revolutionaries overthrew the oppressive government.,The protesters overthrew the unjust government.,The activists overthrew the authoritarian government.
overthrow,government,ARG1,The protesters overthrew the government.,The revolutionaries overthrew the oppressive regime.,The rebels overthrew the tyrannical government.,The insurgents overthrew the corrupt government.,The uprising overthrew the oppressive government.
overthrow,peasants,ARG0,The peasants overthrew the oppressive government.,The peasants overthrew the tyrannical ruler.,The peasants overthrew the corrupt system.,The peasants overthrew the oppressive regime.,The peasants overthrew the unjust authority.
overthrow,peasants,ARG1,The peasants overthrew the tyrannical government.,The peasants overthrew the oppressive regime.,The peasants overthrew the corrupt government.,The peasants overthrew the unjust rulers.,The peasants overthrew the oppressive system.
overthrow,revolutionary,ARG0,The revolutionary overthrew the oppressive government.,The revolutionary overthrew the corrupt ruler.,The revolutionary overthrew the tyrannical regime.,The revolutionary overthrew the oppressive regime.,The revolutionary overthrew the corrupt government.
overthrow,revolutionary,ARG1,The revolutionary overthrew the oppressive government.,The revolutionary overthrew the corrupt ruler.,The revolutionary overthrew the tyrannical regime.,The revolutionary overthrew the oppressive regime.,The revolutionary overthrew the corrupt government.
paint,artist,ARG0,The artist painted the canvas.,The painter painted the portrait.,The artist painted the masterpiece.,The painter painted the landscape.,The artist painted the abstract piece.
paint,artist,ARG1,The artist painted the canvas.,The painter painted the portrait.,The artist painted the masterpiece.,The painter painted the landscape.,The artist painted the abstract piece.
paint,landscape,ARG0,The painter painted a beautiful landscape.,The landscape was painted by the painter.,The landscape was painted with vibrant colors.,The painter painted the landscape with great skill.,The landscape was painted with a sense of nostalgia.
paint,landscape,ARG1,The painter painted a beautiful landscape.,The landscape was painted by the painter.,The landscape was painted with vibrant colors.,The painter painted the landscape with great skill.,The landscape was painted with a sense of nostalgia.
paint,model,ARG0,The artist painted a beautiful model of the Eiffel Tower.,The model was painted by the artist.,The model was painted in a realistic style.,The model was painted with a lot of detail.,The model was painted in a bright and colorful style.
paint,model,ARG1,The artist painted a model of the Eiffel Tower.,The model was painted by the artist.,The model was painted in a realistic style.,The model was painted with a lot of detail.,The model was painted in a bright and colorful style.
paint,princess,ARG0,The princess painted the portrait of the king.,The princess painted the castle walls.,The princess painted the garden.,The princess painted the room.,The princess painted the ceiling.
paint,princess,ARG1,The princess painted the portrait of the king.,The princess painted the castle walls with vibrant colors.,The princess painted a beautiful landscape with the sun setting in the background.,The princess painted a portrait of herself with a crown on her head.,The princess painted a picture of a beautiful flower with intricate details.
parade,delinquent,ARG0,The delinquent students paraded in front of the principal's office.,The delinquent students paraded in the school yard.,The delinquent students paraded in the town square.,The delinquent students paraded in the city center.,The delinquent students paraded in the state capital.
parade,delinquent,ARG1,The delinquent students paraded in front of the principal's office.,The delinquent students paraded in the school courtyard.,The delinquent students paraded in the town square.,The delinquent students paraded in the city center.,The delinquent students paraded in the national park.
parade,group,ARG0,The parade was led by a group of musicians.,The group of dancers paraded through the streets.,The parade was organized by a group of volunteers.,The group of children paraded in their costumes.,The parade was attended by a group of spectators.
parade,group,ARG1,The parade was led by a group of musicians.,The group of dancers paraded through the streets.,The parade was organized by a group of volunteers.,The group of children paraded in their school uniforms.,The parade was attended by a group of spectators.
parade,regiment,ARG0,The regiment paraded in front of the crowd.,The parade was led by the regiment.,The regiment was the main attraction at the parade.,"The parade was a grand spectacle, with the regiment as the star of the show.",The regiment was the highlight of the parade.
parade,regiment,ARG1,The regiment paraded down the main street.,The parade was led by the regiment.,The regiment was the main attraction at the parade.,"The parade was a grand spectacle, with the regiment as the star of the show.",The regiment was the highlight of the parade.
parade,sparrow,ARG0,The sparrow paraded in the park.,The sparrow paraded in the street.,The sparrow paraded in the forest.,The sparrow paraded in the garden.,The sparrow paraded in the meadow.
parade,sparrow,ARG1,The sparrow paraded in the park.,The sparrow paraded in the street.,The sparrow paraded in the forest.,The sparrow paraded in the garden.,The sparrow paraded in the meadow.
pardon,judge,ARG0,The judge pardoned the defendant.,The judge pardoned the defendant for the crime.,"The judge pardoned the defendant for the crime, but the defendant still had to pay a fine.","The judge pardoned the defendant, but the defendant still had to serve time in prison.","The judge pardoned the defendant, but the defendant still had to pay a fine and serve time in prison."
pardon,judge,ARG1,The judge pardoned the criminal for his good behavior.,The judge pardoned the criminal for his remorse.,The judge pardoned the criminal for his cooperation.,The judge pardoned the criminal for his apology.,The judge pardoned the criminal for his willingness to make amends.
execute,martyr,ARG0,The terrorist executed the martyr.,The government executed the martyr.,The military executed the martyr.,The insurgents executed the martyr.,The rebels executed the martyr.
execute,martyr,ARG1,The terrorist executed the martyr.,The government executed the martyr.,The military executed the martyr.,The insurgents executed the martyr.,The rebels executed the martyr.
execute,martyr,ARG0,The terrorist executed the martyr.,The government executed the martyr.,The military executed the martyr.,The insurgents executed the martyr.,The rebels executed the martyr.
execute,martyr,ARG1,The terrorist executed the martyr.,The government executed the martyr.,The military executed the martyr.,The insurgents executed the martyr.,The rebels executed the martyr.
pardon,juror,ARG0,The judge pardoned the juror for their mistake.,The prosecutor pardoned the defendant for their good behavior.,The president pardoned the convicted criminal for their remorse.,The teacher pardoned the student for their effort.,The employer pardoned the employee for their hard work.
pardon,juror,ARG1,The judge pardoned the juror for their mistake.,The prosecutor pardoned the defendant for their good behavior.,The president pardoned the convicted criminal for their remorse.,The teacher pardoned the student for their poor performance.,The employer pardoned the employee for their lack of productivity.
pardon,traitor,ARG0,I pardon the traitor for his betrayal.,The king pardoned the traitor for his crimes.,The traitor was pardoned by the king for his betrayal.,The traitor was pardoned for his betrayal by the king.,"The king pardoned the traitor for his betrayal, but the people were not pleased."
pardon,traitor,ARG1,The king pardoned the traitor for his betrayal.,The queen pardoned the traitor for his remorse.,The president pardoned the traitor for his cooperation.,The judge pardoned the traitor for his good behavior.,The teacher pardoned the traitor for his hard work.
pay,carpenter,ARG0,The carpenter paid the bill.,The carpenter paid the carpentry work.,The carpenter paid the carpenter for the work.,The carpenter paid the carpenter for the carpentry work.,The carpenter paid the carpenter for the bill.
pay,carpenter,ARG1,The carpenter paid the bill.,The carpenter paid the carpentry work.,The carpenter paid the carpenter for the work.,The carpenter paid the carpenter for the carpentry work.,The carpenter paid the carpenter for the bill.
pay,cashier,ARG0,The cashier paid the bill.,The cashier paid the customer.,The cashier paid the bill to the customer.,The cashier paid the customer the bill.,The cashier paid the bill to the customer on behalf of the restaurant.
pay,cashier,ARG1,The cashier paid the bill.,The cashier paid the customer.,The cashier paid the bill to the customer.,The cashier paid the customer the bill.,The cashier paid the bill to the customer on behalf of the restaurant.
pay,customer,ARG0,The customer paid for the product.,The customer paid the bill.,The customer paid the rent.,The customer paid the fine.,The customer paid the taxes.
pay,customer,ARG1,The customer paid for the product.,The customer paid the bill.,The customer paid the rent.,The customer paid the fine.,The customer paid the taxes.
pay,man,ARG0,The man paid the bill.,The man paid the rent.,The man paid the fine.,The man paid the price.,The man paid the toll.
pay,man,ARG1,The man paid the bill.,The man paid the rent.,The man paid the fine.,The man paid the price.,The man paid the toll.
pay,nurse,ARG0,The nurse paid the bill.,The nurse paid the patient.,The nurse paid the doctor.,The nurse paid the hospital.,The nurse paid the insurance company.
pay,nurse,ARG1,The nurse paid the bill.,The nurse paid the patient.,The nurse paid the doctor.,The nurse paid the hospital.,The nurse paid the insurance company.
pay,ransom,ARG0,I paid the ransom to get my kidnapped friend back.,The police paid the ransom to free the hostages.,The company paid the ransom to get the stolen goods back.,The government paid the ransom to save the diplomat.,The family paid the ransom to get their loved one back.
pay,ransom,ARG1,I paid the ransom to get my kidnapped friend back.,The police paid the ransom to free the hostages.,The company paid the ransom to get the stolen goods back.,The government paid the ransom to save the diplomat.,The family paid the ransom to get their loved one back.
pay,tax,ARG0,I paid my taxes on time.,The company paid the taxes for the project.,The government paid the workers for their work.,The company paid the taxes for the year.,The government paid the taxes for the month.
pay,tax,ARG1,I paid my taxes on time.,The company paid the taxes for the project.,The government paid the workers for their work.,The company paid the taxes for the product.,The government paid the taxes for the infrastructure.
picture,electrician,ARG0,The electrician took a picture of the room.,The electrician took a picture of the house.,The electrician took a picture of the city.,The electrician took a picture of the landscape.,The electrician took a picture of the people.
picture,electrician,ARG1,The electrician took a picture of the room.,The electrician took a picture of the house.,The electrician took a picture of the city.,The electrician took a picture of the landscape.,The electrician took a picture of the people.
picture,husband,ARG0,The picture of my husband is on the wall.,The picture of my husband is in the frame.,The picture of my husband is hanging on the wall.,The picture of my husband is on the table.,The picture of my husband is on the floor.
picture,husband,ARG1,The picture of my husband is on the wall.,The picture of my husband is in the frame.,The picture of my husband is on the table.,The picture of my husband is on the shelf.,The picture of my husband is on the mantle.
