predicate,argument,role_type,reasons 1,reasons 2,reasons 3
skate,park,Location,The Location role should have the properties of being a place or a location where the action of skating takes place.,The argument 'park' has the properties of being a location where the action of skating takes place.,The argument 'park' fits the Location role for the predicate 'skate' because it is a place where the action of skating takes place.
skate,pond,Location,The Location role should have the properties of being a place or a location where the action of skating takes place.,The argument 'pond' has the properties of being a location where the action of skating takes place.,The argument 'pond' fits the Location role for the predicate 'skate' because it is a place where the action of skating takes place.
skate,rink,Location,The Location role should have the properties of being a place or a location where the action of skating takes place.,The argument 'rink' has the properties of being a place or location where the action of skating takes place.,The argument 'rink' fits the Location role for the predicate 'skate' because it is a place or location where the action of skating takes place.
skate,arena,Location,The Location role should have the properties of being a place or a location where the action of skating takes place.,The argument 'arena' has the properties of being a location where the action of skating takes place.,The argument 'arena' fits the Location role for the predicate 'skate' because it is a place where the action of skating takes place.
skate,lake,Location,The Location role should have the properties of being a place or a location where the action of skating takes place.,The argument 'lake' has the property of being a location where the action of skating takes place.,The argument 'lake' fits the Location role for the predicate 'skate' because it is a place where the action of skating takes place.
skate,schoolyard,Location,The Location role should have the properties of being a place or a location where the action of skating takes place.,The argument 'schoolyard' has the properties of being a location where the action of skating takes place.,The argument 'schoolyard' fits the Location role for the predicate 'skate' because it is a place where the action of skating takes place.
stroll,countryside,Location,The Location role should have the properties of being a place or a location where the action of strolling takes place.,The argument 'countryside' has the property of being a location or a place where the action of strolling takes place.,The argument 'countryside' fits the Location role for the predicate 'stroll' because it is a location or a place where the action of strolling takes place.
stroll,park,Location,The Location role should have the properties of being a place or a location where the action of strolling takes place.,The argument 'park' has the properties of being a place or location where the action of strolling takes place.,The argument 'park' fits the Location role for the predicate 'stroll' because it is a place or location where the action of strolling takes place.
stroll,forest,Location,The Location role should have the properties of being a place or a location where the action of strolling takes place.,The argument 'forest' has the property of being a location where the action of strolling takes place.,The argument 'forest' fits the Location role for the predicate 'stroll' because it is a place where the action of strolling takes place.
stroll,highway,Location,The Location role should have the properties of being a place or a location where the action of strolling takes place.,The argument 'highway' has the property of being a path or route that is intended for walking or driving.,"  The argument 'highway' fits the Location role for the predicate 'stroll' because it is a path or route that is intended for walking or driving, and it is the location where the action of strolling takes place."
stroll,field,Location,The Location role should have the properties of being a place or a location where the action of strolling takes place.,The argument 'field' has the property of being a location where the action of strolling takes place.,The argument 'field' fits the Location role for the predicate 'stroll' because it is a location where the action of strolling takes place.
stroll,riverbank,Location,The Location role should have the properties of being a place or a location where the action of strolling takes place.,The argument 'riverbank' has the properties of being a location where the action of strolling takes place.,The argument 'riverbank' fits the Location role for the predicate 'stroll' because it is a location where the action of strolling takes place.
stroll,bathroom,Location,The Location role should have the properties of being a place or a location where the action of strolling takes place.,The argument 'bathroom' has the property of being a location where the action of strolling takes place.,The argument 'bathroom' fits the Location role for the predicate 'stroll' because it is a place where the action of strolling takes place.
dance,auditorium,Location,The Location role should have a property of 'location' with a value of 'a place where the dancing is taking place'.,The argument 'auditorium' has the property of 'location' with a value of 'a place where the dancing is taking place'.,The argument 'auditorium' fits the Location role for the predicate 'dance' because it is a place where the dancing is taking place.
dance,bar,Location,The Location role should have a property of 'location' with a value of 'a place where the dancing is taking place'.,The argument 'bar' has the property of 'location' with a value of 'a place where the dancing is taking place'.,The argument 'bar' fits the Location role for the predicate 'dance' because it is a place where the dancing is taking place.
dance,ballroom,Location,The Location role should have a property of 'location' with a value of 'a place where the dancing is taking place'.,The argument 'ballroom' has the property of 'location' with a value of 'a place where the dancing is taking place'.,The argument 'ballroom' fits the Location role for the predicate 'dance' because it is a place where the dancing is taking place.
dance,kitchen,Location,The Location role should have a property of 'location' with a value of 'a place where the dancing is taking place'.,The argument 'kitchen' has the property of 'location' with a value of 'a place where the dancing is taking place'.,The argument 'kitchen' fits the Location role for the predicate 'dance' because it is a place where dancing can take place.
dance,stage,Location,The Location role should have a property of 'location' with a value of 'a place where the dancing is taking place'.,The argument 'stage' has the property of 'location' with a value of 'a place where the dancing is taking place'.,The argument 'stage' fits the Location role for the predicate 'dance' because it is a place where the dancing is taking place.
dance,gymnasium,Location,The Location role should have a property of 'location' with a value of 'a place where the dancing is taking place'.,The argument 'gymnasium' has the property of 'location' with a value of 'a place where the dancing is taking place'.,The argument 'gymnasium' fits the Location role for the predicate 'dance' because it is a place where the dancing is taking place.
dance,shower,Location,The Location role should have a property of 'location' with a value of 'a place where the dancing is taking place'.,The argument 'shower' does not have any relevant properties for the predicate 'dance'.,The argument 'shower' does not fit the Location role for the predicate 'dance' because it is not a location where dancing takes place.
urinate,backyard,Location,The Location role should have the property of being a location where the urine is deposited.,The argument 'backyard' has the property of being a location where the urine is deposited.,The argument 'backyard' fits the Location role for the predicate 'urinate' because it is a location where the urine is deposited.
urinate,bathroom,Location,The Location role should have the property of being a location where the urine is deposited.,The argument 'bathroom' has the property of being a location where urine is deposited.,The argument 'bathroom' fits the Location role for the predicate 'urinate' because it is a location where urine is deposited.
urinate,mall,Location,The Location role should have the property of being a location where the urine is deposited.,The argument 'mall' does not have any relevant properties for the predicate 'urinate'.,"  The argument 'mall' does not fit the Location role for the predicate 'urinate' because it is not a location where urine is typically deposited. The Location role is typically associated with a place or a location where the action of the verb takes place, and 'mall' is not a suitable candidate for this role."
urinate,forest,Location,The Location role should have the property of being a location where the urine is deposited.,The argument 'forest' has the property of being a location where the urine is deposited.,  The argument 'forest' will fit the Location role for the predicate 'urinate' because it is a location where urine is deposited.
urinate,field,Location,The Location role should have the property of being a location where the urine is deposited.,The argument 'field' has the property of being a location where the urine is deposited.,The argument 'field' fits the Location role for the predicate 'urinate' because it is a location where the urine is deposited.
urinate,lobby,Location,The Location role should have the property of being a location where the urine is deposited.,The argument 'lobby' does not have any relevant properties for the predicate 'urinate'.,"  The argument 'lobby' does not fit the Location role for the predicate 'urinate' because a lobby is not a location where urine is typically deposited. The Location role is typically associated with a physical location where the action of the verb takes place, and a lobby is not a physical location. Therefore, the argument 'lobby' does not fit the Location role for the predicate 'urinate'."
urinate,bank,Location,The Location role should have the property of being a location where the urine is deposited.,The argument 'bank' has the property of being a location where urine is deposited.,The argument 'bank' fits the Location role for the predicate 'urinate' because it is a location where urine is deposited.
draw,classroom,Location,"The Location role should have a spatial or directional property, such as 'on', 'in', 'at', or 'near'.",The argument 'classroom' has the property of being a location.,  The argument 'classroom' fits the Location role for the predicate 'draw' because it is a location where the action of drawing is taking place.
draw,museum,Location,"The Location role should have a spatial or directional property, such as 'on', 'in', 'at', or 'near'.","The argument 'museum' has the property of being a location, as it is a place where art and artifacts are displayed and studied.",The argument 'museum' fits the Location role for the predicate 'draw' because it is a place where art and artifacts are displayed and studied.
draw,park,Location,"The Location role should have a spatial or directional property, such as 'on', 'in', 'at', or 'near'.",The argument 'park' has the property of being a location.,  The argument 'park' fits the Location role for the predicate 'draw' because it is a location where something can be drawn.
draw,beach,Location,"The Location role should have a spatial or directional property, such as 'on', 'in', 'at', or 'near'.","The argument 'beach' has the property of being a location, which is relevant to the predicate 'draw'.",  The argument 'beach' fits the Location role for the predicate 'draw' because it is a location where the action of drawing can take place.
draw,studio,Location,"The Location role should have a spatial or directional property, such as 'on', 'in', 'at', or 'near'.","The argument 'studio' has the property of being a location, as it is a place where something can be drawn.",The argument 'studio' fits the Location role for the predicate 'draw' because it is a place where something can be drawn.
draw,cliff,Location,"The Location role should have a spatial or directional property, such as 'on', 'in', 'at', or 'near'.","The argument 'cliff' has the property of being a physical object that is high and steep, and is often used as a metaphor for a difficult or dangerous situation.","The argument 'cliff' fits the Location role for the predicate 'draw' because it is a physical object that is high and steep, and is often used as a metaphor for a difficult or dangerous situation."
draw,lake,Location,"The Location role should have a spatial or directional property, such as 'on', 'in', 'at', or 'near'.",The argument 'lake' has the property of being a spatial location.,The argument 'lake' fits the Location role for the predicate 'draw' because it is a spatial location where the action of drawing is taking place.
